No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
564,BLFS,RUT,Healthcare,Medical Instruments & Supplies,USA,770360000.0,-999.0,-999.0,-999.0,4.98,2.26,18.76,-999.0,0.91,-999.0,-999.0,-0.34,0.5243,0.4185,-0.7411,0.1,0.7447,-0.1821,-1.8634,0.0399,0.856,1.0165,0.052,0.0821,-0.2762,-0.2779,2.74,1.72,0.11,0.13,0.2955,-0.6604,-0.0229,-0.0436,0.2723,-0.2645,1.67,0.0006,-0.302,0.917,-0.9876,121.1429,Feb 29/a,17.1,9382806.0,True,True,4
1962,HRTG,-999,Financial,Insurance - Property & Casualty,USA,207480000.0,6.53,5.24,-999.0,0.29,1.22,-999.0,-999.0,-999.0,-999.0,-999.0,0.46,1.4122,0.3255,-1.6874,-999.0,0.0847,0.1257,0.848,0.2516,0.0294,0.4752,-0.1262,0.019,0.1997,0.096,0.87,-999.0,0.85,1.0,-999.0,0.0372,0.0935,0.1165,-0.2923,1.7165,0.83,0.0911,-0.2952,1.7273,-0.7471,5.1607,Mar 11/a,6.9,1499985.0,True,True,2
1799,GPMT,RUT,Real Estate,REIT - Mortgage,USA,235200000.0,-999.0,7.91,-999.0,0.88,0.27,1.18,3.66,3.86,0.1557,-999.0,-0.0,-0.3081,2.3353,-999.0,0.0491,0.1174,0.0493,-0.7736,0.0226,0.0259,0.5321,-0.0003,0.0131,-0.0695,-0.0279,-999.0,-999.0,2.27,2.27,0.9576,-0.2945,-0.0298,-0.2512,-0.1331,-0.2297,1.82,-0.1779,-0.2881,0.1486,-0.7625,1.6872,Feb 14/a,4.56,141951.0,True,True,3
2343,LC,RUT,Financial,Credit Services,USA,886590000.0,22.32,10.9,-999.0,0.7,0.71,0.69,-999.0,11.72,-999.0,0.0,0.03,-0.3533,2.1637,-999.0,-0.086,0.0806,-0.0028,-0.5849,0.0391,0.0286,0.7426,0.0149,0.0246,0.0322,0.0298,-999.0,-999.0,0.04,0.05,0.7536,0.0307,-0.0195,-0.1078,0.4391,-0.1421,1.99,-0.0601,-0.2646,0.6977,-0.9452,0.861,Jan 30/a,8.03,623109.0,True,True,4
3028,ORC,RUT,Real Estate,REIT - Mortgage,USA,430920000.0,-999.0,42.0,-999.0,2.78,0.92,1.23,53.86,6.81,0.1714,-999.0,-0.16,0.566,1.4348,0.2705,-999.0,2.4835,-0.1288,-0.4551,0.0033,0.3621,0.3439,0.2362,0.0736,-0.0863,-0.0835,-999.0,-999.0,0.0,7.89,0.9277,-0.2532,0.0036,-0.0356,0.1367,-0.2612,1.8,-0.0035,-0.2602,0.4237,-0.8722,0.4237,Feb 01/a,8.4,346751.0,True,True,4
2421,LOVE,RUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,355030000.0,17.98,11.2,0.6,0.52,1.91,9.41,9.36,2.44,-999.0,0.0,1.84,-0.1842,0.4169,-999.0,0.3,0.4104,0.1428,0.7274,0.1289,0.0787,0.9175,-0.0563,0.2654,0.1196,0.0622,1.74,0.64,0.78,0.87,0.5443,0.0298,0.0343,-0.0541,0.1778,-0.1764,2.89,-0.0592,-0.2591,0.6164,-0.76,4.7372,Dec 06/b,22.92,3795508.0,True,True,3
1665,GAIA,-999,Communication Services,Entertainment,USA,65580000.0,-999.0,-999.0,-999.0,0.83,0.69,5.84,-999.0,0.49,-999.0,-999.0,-999.0,-999.0,-999.0,0.3725,0.15,0.1862,0.0159,0.7566,0.4269,0.0113,0.3352,0.0571,0.003,-0.0489,-0.0443,0.49,0.49,0.14,0.26,0.6544,-0.0551,-0.0273,-0.0404,0.0795,-0.1094,0.78,-0.0041,-0.2083,0.3507,-0.9073,0.3902,Oct 30/a,2.85,293495.0,True,True,5
1472,FARO,RUT,Technology,Scientific & Technical Instruments,USA,424480000.0,-999.0,21.97,-999.0,1.18,1.58,4.41,-999.0,5.08,-999.0,-999.0,-0.11,5.2481,0.8464,-999.0,0.3,-0.017,-0.0483,1.6328,0.0384,0.043,0.981,-0.0238,0.0784,-0.1952,-0.1606,2.31,2.0,0.31,0.33,0.4598,-0.1577,0.0526,-0.0537,0.2521,-0.1601,1.41,0.0215,-0.1899,1.1748,-0.7711,20.1321,Feb 27/a,22.4,514826.0,True,True,3
3926,TGI,RUT,Industrials,Aerospace & Defense,USA,1080000000.0,-999.0,18.73,-999.0,0.8,-999.0,6.64,-999.0,2.12,-999.0,0.0,0.25,-1.0162,61.1,-999.0,0.026,-0.1355,-0.1335,-2.2925,0.0187,0.0068,0.9448,-0.0591,0.0454,-999.0,-0.0553,2.66,1.65,-999.0,-999.0,0.2497,-0.0389,-0.0297,-0.1179,0.2885,0.0924,2.58,-0.0745,-0.1853,1.01,-0.8354,3.6589,Feb 07/b,14.07,126004.0,True,True,4
682,BYON,RUT,Consumer Cyclical,Internet Retail,USA,1460000000.0,-999.0,245.18,-999.0,0.94,4.05,4.82,-999.0,6.64,-999.0,-999.0,-0.78,0.179,1.0816,0.0008,-999.0,0.0249,-0.0505,-8.6315,0.0191,0.2816,0.7648,-0.1173,0.1074,-0.6126,-0.7807,1.51,1.45,0.1,0.11,0.1895,-0.1972,0.2059,0.4115,0.956,0.6165,3.74,0.2637,-0.1842,1.337,-0.7507,11.664,Feb 20/a,32.04,3029490.0,True,True,5
2244,KFS,RUT,Consumer Cyclical,Auto & Truck Dealerships,USA,246970000.0,7.68,-999.0,0.77,2.35,7.58,8.39,-999.0,1.04,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.1,0.1531,-0.0714,-1.0247,0.2817,0.0018,0.4504,0.0024,0.0252,0.8873,0.401,-999.0,-999.0,1.33,1.33,0.4286,0.2803,0.0151,-0.0124,0.2075,-0.0521,-0.12,0.0237,-0.1764,0.3968,-0.9081,5.9286,Aug 08/a,8.73,114457.0,True,True,3
1704,GEG,-999,Financial,Asset Management,USA,63260000.0,6.81,-999.0,0.34,5.72,0.89,0.52,-999.0,3.88,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.2,1.56,0.5003,-1.0161,0.1343,0.1563,0.5913,0.0144,0.0001,-0.0534,0.0699,19.51,19.51,0.95,0.95,-0.1423,0.8326,0.005,0.0526,-0.005,-0.0826,1.14,0.0477,-0.1701,0.2579,-0.9997,0.5267,Feb 13/a,2.0,1143037.0,True,True,6
1058,CULP,-999,Consumer Cyclical,Textile Manufacturing,USA,62350000.0,-999.0,15.15,-999.0,0.27,0.75,3.86,-999.0,1.3,-999.0,-999.0,-0.19,0.7198,1.4583,-999.0,0.09,-0.054,0.0059,0.8037,0.1161,0.0228,0.5768,-0.0138,0.0011,-0.2091,-0.2256,2.13,1.06,0.03,0.06,0.1055,-0.0847,0.0081,-0.0196,-0.006,-0.1055,1.3,-0.0506,-0.1657,0.1905,-0.8669,3.1887,Dec 04/a,5.0,183147.0,True,True,4
1562,FLWS,RUT,Consumer Cyclical,Specialty Retail,USA,653390000.0,-999.0,23.98,-999.0,0.34,1.3,2.09,6.82,4.84,-999.0,-999.0,-0.24,-0.131,1.3151,-999.0,0.2,0.1312,-0.0844,-0.2436,0.564,0.0014,0.3812,-0.022,0.1052,-0.1163,-0.0777,1.59,1.12,0.58,0.63,0.3627,-0.0324,-0.025,-0.0586,0.1657,0.012,1.66,-0.0153,-0.1621,0.6954,-0.7443,10.9176,Feb 01/b,10.13,314490.0,True,True,4
2849,NOTV,-999,Healthcare,Diagnostics & Research,USA,169180000.0,-999.0,-999.0,-999.0,0.29,0.67,7.69,41.88,0.85,-999.0,-999.0,-0.34,0.8976,0.3333,-1.8424,-999.0,1.3362,0.1038,0.8249,0.1129,0.0212,0.1837,-0.0915,0.0497,-0.1241,-0.0501,1.74,1.15,1.61,1.69,0.2343,-0.0567,0.0988,0.9014,1.6776,-0.1458,3.05,0.5526,-0.1525,3.0745,-0.8919,9.9333,Feb 07/a,6.56,163981.0,True,True,4
1628,FSP,-999,Real Estate,REIT - Office,USA,238920000.0,-999.0,-999.0,-999.0,1.59,0.34,1.87,-999.0,1.24,0.0173,18.8679,-999.0,-999.0,-999.0,-999.0,-999.0,-0.1331,-0.1414,2.2401,0.2138,0.0034,0.5733,-0.0129,0.0055,-0.0649,-0.0621,-999.0,-999.0,0.09,0.57,0.1149,-0.321,-0.0294,-0.0723,-0.0533,-0.0541,0.8,-0.0652,-0.1507,1.0685,-0.8823,1.0685,Feb 26/a,2.31,157120.0,True,True,3
2587,MITT,-999,Real Estate,REIT - Mortgage,USA,171990000.0,3.76,7.45,-999.0,0.63,0.56,1.37,3.66,4.29,0.1227,0.4286,0.13,0.4773,0.3674,-999.0,-999.0,0.4341,-0.0229,3.1354,0.0757,0.0231,0.2821,-0.0327,0.0048,0.1085,0.0067,-999.0,-999.0,9.08,10.53,0.9281,0.129,-0.0151,-0.0871,0.1442,-0.0593,1.99,-0.0564,-0.1481,0.2178,-0.927,0.67,Feb 22/b,5.87,306155.0,True,True,4
81,ADV,RUT,Communication Services,Advertising Agencies,USA,1230000000.0,-999.0,7.71,-999.0,0.29,1.14,6.58,6.86,0.57,-999.0,-999.0,0.13,-0.3175,0.1395,-999.0,-0.051,0.0886,0.0428,-2.1381,0.9278,0.0011,0.1893,-0.0731,0.2716,-0.8332,-0.5045,1.76,1.76,1.76,1.78,0.0756,-0.3542,-0.0156,-0.137,0.3948,0.6507,1.65,-0.0261,-0.139,2.3451,-0.7284,2.3451,Feb 29/b,3.78,664715.0,True,True,3
863,CLF,-999,Basic Materials,Steel,USA,10120000000.0,26.16,11.65,-999.0,0.46,1.3,51.09,6.37,0.4,-999.0,0.0,0.37,0.4752,0.1039,-0.2678,-999.0,0.9332,0.0135,0.2636,0.0194,0.0026,0.6829,0.0643,0.06,0.0508,0.035,1.89,0.62,0.44,0.46,0.0698,0.0181,0.0389,0.0746,0.2062,-0.0155,2.01,0.0391,-0.1108,0.4916,-0.8326,41.2361,Jan 29/a,20.3,506095.0,True,True,3
2874,NRP,-999,Energy,Thermal Coal,USA,1150000000.0,7.82,-999.0,-999.0,3.85,2.32,62.4,3.8,1.46,0.033,0.2017,-999.0,-999.0,-999.0,0.276,0.0,0.2113,-0.163,-0.1261,0.3602,0.0007,0.2788,0.0157,0.0212,0.4888,0.2658,1.14,1.14,0.31,0.38,0.8324,0.6366,0.0395,-0.0609,0.189,0.6802,0.45,-0.0184,-0.1082,1.0358,-0.7747,18.3756,Mar 07/b,90.96,222795.0,True,True,6
4046,TTSH,RUT,Consumer Cyclical,Home Improvement Retail,USA,309480000.0,27.82,-999.0,1.39,0.81,2.61,18.17,8.37,0.38,-999.0,0.0,-999.0,-999.0,-999.0,0.0871,0.2,0.0282,-0.0519,-0.4403,0.4259,0.0443,0.444,-0.2518,0.0094,0.0905,0.0468,1.51,0.36,0.96,1.19,0.5339,0.0286,0.0676,0.0709,0.0911,0.2545,1.4,0.0203,-0.0939,0.7076,-0.7558,74.3975,Feb 29/b,6.95,5149366.0,True,True,3
3703,SNDA,-999,Healthcare,Medical Care Facilities,USA,135480000.0,-999.0,-999.0,-999.0,0.54,-999.0,6.19,-999.0,1.9,-999.0,-999.0,-999.0,-999.0,-999.0,0.1513,0.103,-0.1356,0.064,-0.1942,0.1765,1.0787,0.8487,0.0058,0.0031,-999.0,-0.0611,-999.0,-999.0,-999.0,-999.0,0.1278,-0.1248,-0.0289,0.287,0.1738,-0.1492,1.75,0.1622,-0.0891,0.9583,-0.9719,0.9583,Nov 14/b,11.75,10025455.0,True,True,4
3728,SPB,-999,Consumer Defensive,Household & Personal Products,USA,2440000000.0,1.76,16.58,0.1,0.84,1.08,1.75,-999.0,46.1,0.0209,0.0368,0.68,1.6233,0.2126,0.1707,0.182,-0.0384,-0.0296,2.1108,0.0318,0.0512,1.0442,-0.0619,0.0791,-0.0997,0.4876,3.36,2.75,0.64,0.65,0.3354,0.6361,-0.0074,-0.006,0.2116,0.2704,1.19,0.0054,-0.0844,0.4231,-0.8927,9.6765,Feb 08/b,80.67,2738725.0,True,True,5
407,AXR,-999,Real Estate,Real Estate - Development,USA,109670000.0,5.91,-999.0,-999.0,2.68,0.97,5.05,12.13,4.12,-999.0,0.0,-999.0,-999.0,-999.0,1.6854,-999.0,0.4662,-0.4517,-0.6959,0.4887,0.0549,0.4423,-0.0056,0.0076,0.1847,0.1647,-999.0,-999.0,0.0,0.0,0.384,0.4568,-0.0133,-0.0046,0.2461,0.591,0.98,-0.0211,-0.0799,0.7666,-0.8574,8.6215,-999,20.81,2685134.0,True,True,6
1048,CTRN,-999,Consumer Cyclical,Apparel Retail,USA,248510000.0,-999.0,-999.0,-999.0,0.33,1.62,4.16,-999.0,6.99,-999.0,0.0,0.8,-1.8947,0.6993,0.474,0.25,0.0214,-0.0666,-1.1553,0.0453,1.1063,0.9659,-0.0966,0.1219,-0.0571,-0.0254,1.31,0.48,1.29,1.59,0.3567,-0.012,0.0308,0.0426,0.1027,0.0714,2.38,0.0446,-0.0412,1.0486,-0.7389,3.3433,Nov 28/b,29.1,10303096.0,True,True,3
1815,GRPN,-999,Communication Services,Internet Content & Information,USA,715140000.0,-999.0,28.55,-999.0,1.36,-999.0,7.06,-999.0,2.6,-999.0,-999.0,0.12,0.6841,1.9257,-999.0,0.009,-0.3045,-0.1241,0.2923,0.5646,0.0149,0.3468,-0.0871,0.1932,-5.8421,-0.7703,0.48,0.48,-999.0,-999.0,0.8708,-0.2635,0.0379,0.2846,0.7249,1.4824,1.68,0.295,-0.0332,5.3564,-0.9705,5.3564,Nov 09/b,18.37,3069745.0,True,True,3
2795,NGL,-999,Energy,Oil & Gas Midstream,USA,776510000.0,-999.0,9.02,-999.0,0.11,1.41,1049.34,2.46,0.01,-999.0,-999.0,0.29,2.0714,0.0833,0.1237,0.03,-0.0619,-0.126,-0.602,0.1462,0.0052,0.3328,-0.0441,0.0286,0.042,-0.0187,1.23,1.05,1.9,1.92,0.1032,-0.0107,0.0156,0.0017,0.4469,0.8903,1.64,0.0524,-0.0217,1.4622,-0.8733,4.86,Feb 08/a,5.86,581566.0,True,True,3
796,CFBK,-999,Financial,Banks - Regional,USA,141700000.0,8.27,-999.0,-999.0,1.26,0.91,-999.0,8.15,-999.0,0.0111,0.0913,-999.0,-999.0,-999.0,0.2139,-999.0,0.4356,0.3618,-0.0966,0.4204,0.0022,0.2421,-0.0137,0.0011,0.115,0.0593,1.11,-999.0,0.84,0.84,-999.0,0.1509,0.0051,-0.0092,0.3366,-0.0516,0.52,0.071,-0.0182,0.4709,-0.9564,2.5702,Feb 07/b,21.6,100002.0,True,True,6
3067,PAGP,-999,Energy,Oil & Gas Midstream,USA,3350000000.0,15.52,10.13,-999.0,0.07,2.19,12.8,2.24,1.33,0.0744,0.7663,0.47,0.6134,0.0342,0.0335,0.0,0.1384,-0.0199,4.5556,0.0271,0.0118,0.8444,0.0144,0.0489,0.2982,0.0432,0.98,0.84,4.9,4.9,0.0361,0.0081,-0.0058,0.0095,0.077,0.2307,1.51,0.0441,-0.0141,0.4478,-0.8008,4.6151,Feb 09/a,17.07,1006694.0,True,True,3
55,ACR,-999,Real Estate,REIT - Mortgage,USA,92470000.0,-999.0,-999.0,-999.0,0.43,0.21,0.92,1.87,11.86,-999.0,-999.0,0.46,-0.0905,-999.0,-999.0,0.05,0.3434,0.3152,3.1032,0.1163,0.0369,0.306,-0.0473,0.0021,0.0301,-0.0031,-999.0,-999.0,3.5,4.07,0.9632,-0.0288,0.0479,0.104,0.4612,0.1493,1.96,0.1002,0.0,0.6511,-0.9517,2.8351,Feb 28/a,10.93,538971.0,True,True,3
