No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,NCAV,Fundamental Score
766,CDLX,RUT,Communication Services,Advertising Agencies,USA,602980000.0,-999.0,-999.0,-999.0,1.95,4.03,6.57,-999.0,2.08,-999.0,-999.0,-0.47,0.6504,0.3101,-0.0575,0.441,0.1735,0.0808,0.7742,0.0768,0.273,0.6798,-0.0003,0.1101,-0.7777,-0.3378,1.31,1.31,1.96,1.97,0.4274,-0.4356,-0.0566,0.9697,0.851,1.1907,1.48,0.4709,-0.3338,1.9653,-0.9153,4.3191,Mar 14/a,13.67,11442835.0,True,False,-4.884,3
591,BOC,RUT,Communication Services,Advertising Agencies,USA,483580000.0,-999.0,1545.0,-999.0,5.02,0.9,4.87,-999.0,3.18,-999.0,-999.0,-0.05,1.0,-999.0,0.132,-999.0,0.4057,0.0918,-1.9079,0.0579,0.0066,0.6076,-0.0766,0.0315,-0.0134,-0.0113,2.56,2.56,0.15,0.17,0.1248,-0.0728,-0.0006,-0.0307,-0.0083,-0.3164,0.77,-0.0211,-0.3315,0.1402,-0.6905,0.2716,Mar 27/a,15.45,180383.0,True,True,-0.673,6
3783,STGW,RUT,Communication Services,Advertising Agencies,USA,674570000.0,-999.0,7.23,-999.0,0.27,1.92,5.63,17.64,1.02,-999.0,0.0,0.14,0.3889,0.0084,-999.0,0.06,0.2697,-0.094,1.2087,0.0447,0.0048,0.824,0.0095,0.0444,-0.0055,-0.0013,0.75,0.75,4.0,4.19,0.3031,-0.0009,-0.0723,0.0785,-0.0899,-0.193,1.1,-0.0619,-0.3283,0.5085,-0.7986,7.655,Feb 27/b,5.77,129959.0,True,True,-16.303,2
2395,LMND,RUT,Financial,Insurance - Property & Casualty,USA,1170000000.0,-999.0,-999.0,-999.0,3.26,1.66,-999.0,-999.0,-999.0,-999.0,-999.0,-0.8,0.0745,0.1389,-0.2947,0.195,0.8796,0.3734,0.3421,0.2823,0.0001,0.3923,0.0681,0.3162,-0.3007,-0.3259,4.08,-999.0,0.03,0.06,-999.0,-0.6581,0.0195,0.0398,0.0072,0.1984,1.88,-0.0029,-0.3257,0.6298,-0.9112,0.6298,Feb 27/a,16.73,160261.0,True,False,,3
998,CRK,RUT,Energy,Oil & Gas E&P,USA,2540000000.0,11.9,6.0,0.59,1.63,1.07,152.35,-999.0,0.06,0.0184,0.6542,-0.05,-0.9155,37.1403,-999.0,0.2,0.5269,-0.5593,-0.7921,0.718,0.0664,0.3648,0.0327,0.2827,0.0911,0.0419,0.68,0.68,1.14,1.15,0.1668,0.1353,-0.0216,0.0521,0.0413,-0.1639,0.74,0.1086,-0.3219,0.2843,-0.98,2.4394,Feb 13/a,9.08,100450000.0,True,True,-11.666,3
1804,GPMT,RUT,Real Estate,REIT - Mortgage,USA,225000000.0,-999.0,17.65,-999.0,0.84,0.26,1.13,4.67,3.92,0.1377,-999.0,0.03,-0.7629,1.4315,-999.0,0.0491,0.0907,0.0493,-0.8172,0.025,0.0237,0.5422,-0.0003,0.0111,-0.0699,-0.0433,-999.0,-999.0,1.12,2.27,0.9576,-0.2961,-0.0713,-0.0554,-0.2269,-0.0809,1.82,-0.1095,-0.3084,0.1159,-0.7693,1.6106,Feb 14/a,4.43,141951.0,True,True,,3
429,BALY,RUT,Consumer Cyclical,Resorts & Casinos,USA,540810000.0,-999.0,-999.0,-999.0,0.22,0.85,1.72,-999.0,7.86,-999.0,-999.0,-0.93,0.1202,0.2346,-999.0,-999.0,0.6495,0.0607,0.424,0.4306,0.0047,0.4476,-0.1594,0.0959,-0.2395,-0.0307,0.65,0.64,7.86,7.97,0.4057,-0.0705,-0.0323,0.2848,0.0923,-0.2941,2.07,0.1362,-0.3014,0.853,-0.8223,0.8684,Feb 21/a,13.49,760257.0,True,False,-141.008,3
563,BLFS,RUT,Healthcare,Medical Instruments & Supplies,USA,775990000.0,-999.0,-999.0,-999.0,5.42,2.29,15.0,-999.0,1.14,-999.0,-999.0,-0.35,0.3551,0.4125,0.0051,0.1,0.5729,-0.2604,0.7402,0.0462,0.5896,1.0069,0.0504,0.0702,-0.1893,-0.1794,2.86,1.83,0.1,0.13,0.2902,-0.4637,-0.0765,-0.0223,0.0911,-0.1524,1.69,-0.0323,-0.3008,0.9204,-0.9876,121.3571,Feb 29/a,17.13,8413904.0,True,True,1.006,5
851,CIO,RUT,Real Estate,REIT - Office,Canada,189110000.0,-999.0,-999.0,-999.0,1.06,0.28,4.36,3.3,1.08,0.0849,-999.0,-0.13,-1.1467,0.0776,-999.0,0.09,0.0697,-0.0065,0.6853,0.0407,0.0244,0.7032,-0.0911,0.0113,-0.0034,-0.0075,-999.0,-999.0,0.75,0.89,0.2575,-0.0564,-0.096,0.0753,-0.2279,-0.2618,1.83,-0.0009,-0.2975,0.3632,-0.7542,0.3632,Feb 22/b,4.71,164771.0,True,True,-15.986,4
1104,CZR,S&P 500,Consumer Cyclical,Resorts & Casinos,USA,9280000000.0,11.74,18.34,-999.0,0.81,2.03,8.24,17.03,5.21,-999.0,0.0,0.04,-0.6907,1.0778,0.245,-999.0,0.4997,0.0014,0.5158,0.0471,0.003,0.9246,-0.011,0.0434,0.1902,0.026,0.76,0.74,5.65,5.67,0.4226,0.0682,-0.019,0.0468,-0.0445,-0.1214,2.81,0.0093,-0.288,0.1195,-0.6418,10.8864,Feb 20/a,42.91,1250312.0,True,True,-122.982,3
3438,RM,RUT,Financial,Credit Services,USA,240680000.0,15.0,3.85,0.62,0.44,0.75,1.87,0.98,13.18,0.0487,0.7214,0.88,1.3961,0.6116,-0.1068,0.24,0.1256,0.073,-4.1586,0.0847,0.0371,0.7436,-0.0241,0.0303,0.0506,0.0122,-999.0,-999.0,3.04,4.44,0.9735,0.0289,0.0186,0.0769,0.0074,-0.0348,1.47,0.0403,-0.2873,0.2029,-0.6352,1.3883,Feb 07/a,24.66,709386.0,True,True,,3
3496,RVSB,-999,Financial,Banks - Regional,USA,99010000.0,10.21,26.06,0.85,1.44,0.62,-999.0,6.65,-999.0,0.0512,0.2875,0.03,-0.5783,-0.4857,0.1301,0.12,0.0284,-0.0045,-0.7176,0.0744,0.0171,0.6476,-0.0198,0.002,0.0628,0.0504,0.27,-999.0,0.22,1.21,-999.0,0.1415,-0.0064,0.0353,-0.2435,-0.1117,0.69,-0.0446,-0.2861,0.1247,-0.7358,3.3832,Jan 25/a,4.69,128639.0,True,True,,5
1701,GDRX,-999,Healthcare,Health Information Services,USA,2730000000.0,-999.0,16.49,-999.0,3.63,3.57,4.05,19.86,1.7,-999.0,-999.0,0.07,0.3114,0.1396,-999.0,0.212,0.267,0.0681,-12.375,0.8061,0.0006,0.1328,-0.0533,0.1286,-0.0112,-0.0061,7.12,7.12,0.91,0.93,0.7966,-0.0118,-0.0282,-0.0885,0.2105,0.15,1.42,0.0182,-0.2636,0.6687,-0.8926,0.8062,Feb 29/b,6.9,982704.0,True,False,0.493,4
2379,LILA,RUT,Communication Services,Telecom Services,USA,1500000000.0,-999.0,22.81,-999.0,0.33,0.85,1.51,5.12,4.82,-999.0,-999.0,-0.14,1.6021,1.0843,0.2863,-999.0,0.0466,0.0025,-1.8057,0.8238,0.0105,0.1454,-0.0021,0.0061,-0.0297,-0.0058,1.13,1.13,4.31,4.69,0.4944,-0.0121,0.0473,0.168,0.0414,-0.0759,1.14,0.0959,-0.2589,0.2373,-0.9035,0.2373,Feb 22/a,7.3,11833881.0,True,False,-216.936,5
3608,SHBI,RUT,Financial,Banks - Regional,USA,361330000.0,16.8,6.61,1.68,1.44,0.71,-999.0,19.64,-999.0,0.044,1.1361,0.32,2.4603,0.1353,-0.2643,0.1,0.3311,0.9967,-0.2563,0.0946,0.0109,0.5456,-0.003,0.0051,0.0333,0.0245,0.08,-999.0,0.16,0.17,-999.0,0.0582,-0.0522,-0.0388,-0.1962,-0.2119,0.92,-0.0538,-0.2488,0.1284,-0.6514,1.7595,Jan 31/a,10.9,384816.0,True,True,,4
1049,CTRN,-999,Consumer Cyclical,Apparel Retail,USA,214180000.0,-999.0,214.97,-999.0,0.29,1.4,2.69,-999.0,9.33,-999.0,0.0,-0.35,0.2559,1.1225,-999.0,0.25,0.0095,0.0273,-0.484,0.0451,2.0475,1.0069,-0.0966,0.132,-0.0739,-0.0346,1.3,0.53,1.2,1.49,0.3558,-0.016,-0.0756,-0.2163,-0.0956,0.3758,2.4,-0.1333,-0.2377,0.7656,-0.7749,2.7433,Mar 19/b,25.08,20041407.0,True,True,-17.687,2
684,BYON,RUT,Consumer Cyclical,Internet Retail,USA,1370000000.0,-999.0,300.21,-999.0,0.88,3.79,4.52,-999.0,6.64,-999.0,-999.0,-0.82,0.1683,1.0616,0.0008,-999.0,0.0249,-0.0505,-8.6315,0.019,0.2193,0.7646,-0.1167,0.0831,-0.6126,-0.7807,1.51,1.45,0.1,0.11,0.1895,-0.1972,-0.1646,-0.1458,0.1742,0.4327,3.85,0.0073,-0.2361,1.1882,-0.7665,10.8577,Feb 20/a,30.0,1217326.0,True,True,1.605,5
2413,LOVE,RUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,369280000.0,18.71,11.17,0.62,0.54,1.99,9.78,9.73,2.44,-999.0,0.0,1.93,-0.1511,0.421,-999.0,0.3,0.4104,0.1428,0.7274,0.1286,0.0732,0.9178,-0.0563,0.2821,0.1196,0.0622,1.74,0.64,0.78,0.87,0.5443,0.0298,0.0549,0.1135,-0.0525,-0.1965,2.8,0.0363,-0.2294,0.6812,-0.7504,4.9675,Apr 11/b,23.84,3497062.0,True,True,-4.29,3
3020,ORC,RUT,Real Estate,REIT - Mortgage,USA,446310000.0,-999.0,22.6,-999.0,2.88,0.96,1.28,55.79,6.81,0.1655,-999.0,-0.14,0.6128,2.0043,0.2705,-999.0,2.4835,-0.1288,-0.4551,0.0038,0.0834,0.346,0.2378,0.0778,-0.0863,-0.0835,-999.0,-999.0,0.0,7.89,0.9277,-0.2532,-0.0258,0.0235,0.0584,-0.1929,1.81,0.0203,-0.228,0.4746,-0.8677,0.4746,Feb 01/a,8.7,111051.0,True,True,,4
2350,LEE,-999,Communication Services,Publishing,USA,75400000.0,-999.0,-999.0,-999.0,0.11,3.82,4.91,-999.0,2.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,0.0606,-0.1591,-0.3782,0.1634,0.12,0.3905,0.0126,0.0264,-0.3184,-0.0112,0.94,0.87,24.75,25.14,0.5407,-0.0086,-0.0788,0.2158,0.5123,-0.0016,1.23,0.1084,-0.2272,0.6243,-0.9754,4.1167,Feb 01/b,12.28,1494966.0,True,True,-93.512,2
3952,TNDM,-999,Healthcare,Medical Devices,USA,2210000000.0,-999.0,-999.0,-999.0,2.95,7.04,4.72,-999.0,7.13,-999.0,-999.0,-0.76,0.5089,0.3574,-0.0611,-999.0,0.3659,-0.1075,-0.8643,0.0068,0.0303,1.09,0.0193,0.1239,-0.5908,-0.3126,3.83,3.02,1.27,1.33,0.4917,-0.2977,-0.0494,0.2434,0.2169,-0.1746,1.14,0.2228,-0.2265,1.4356,-0.8887,14.729,Feb 21/a,33.66,220057.0,True,True,1.66,3
2338,LC,RUT,Financial,Credit Services,USA,936280000.0,23.57,11.52,-999.0,0.74,0.75,0.72,-999.0,11.72,-999.0,0.0,0.03,-0.3521,2.1565,-999.0,-0.086,0.0806,-0.0028,-0.5849,0.0396,0.0282,0.7427,0.0149,0.0219,0.0322,0.0298,-999.0,-999.0,0.04,0.05,0.7536,0.0307,-0.0353,0.0627,-0.0024,0.2434,1.99,0.0093,-0.2234,0.7928,-0.9421,0.9652,Jan 30/a,8.48,623109.0,True,True,,4
3258,PRGO,-999,Healthcare,Drug Manufacturers - Specialty & Generic,Ireland,4260000000.0,-999.0,9.66,-999.0,0.91,0.89,5.66,14.01,5.54,0.0352,-999.0,0.23,-0.0063,0.2676,-999.0,0.1,0.0002,0.0017,-0.4336,0.0035,0.101,0.9692,-0.0509,0.0277,-0.0009,-0.0011,1.79,1.07,0.8,0.89,0.3607,-0.002,-0.0245,0.1178,-0.0652,-0.1241,0.65,0.0132,-0.2205,0.2185,-0.8544,5.2804,Feb 27/b,31.4,1282436.0,True,False,-23.675,5
4079,ULBI,-999,Industrials,Electrical Equipment & Parts,USA,152660000.0,21.02,-999.0,1.2,0.96,1.21,14.85,-999.0,0.62,-999.0,0.0,0.09,0.3864,-999.0,-0.2188,0.175,0.1381,0.2338,13.5396,0.4217,0.0082,0.3086,-0.0226,0.0136,0.0596,0.0475,3.8,2.02,0.21,0.23,0.2415,0.0454,0.0533,-0.0423,0.4125,1.3434,1.23,0.0782,-0.2169,1.401,-0.6282,5.026,Feb 15/b,9.28,402900.0,True,True,2.271,4
304,ARQ,-999,Industrials,Pollution & Treatment Controls,USA,212070000.0,-999.0,39.88,-999.0,2.14,1.19,4.68,-999.0,1.36,-999.0,-999.0,-0.07,0.6429,2.0667,-999.0,0.5,0.4734,0.2006,1.6041,0.3077,0.0144,0.1702,-0.0276,0.0044,-0.0769,-0.0604,3.75,2.9,0.15,0.18,0.2149,-0.1251,-0.0154,0.8601,1.4633,2.206,1.48,0.4914,-0.2005,4.453,-0.7812,5.38,Mar 12/a,6.38,415167.0,True,True,0.883,4
3847,TALO,RUT,Energy,Oil & Gas E&P,USA,2630000000.0,8.85,29.97,-999.0,1.8,0.83,78.14,-999.0,0.18,-999.0,0.0,-0.03,0.4489,0.4346,-0.2025,-999.0,0.2065,0.1249,20.0491,0.2405,1.0439,0.5664,0.0165,0.0981,0.1128,0.0568,0.73,0.73,0.53,0.55,0.2168,0.1285,0.0287,0.1169,0.0437,-0.0603,2.0,0.0977,-0.1853,0.3405,-0.6193,1.866,Feb 29/b,14.33,268726711.0,True,True,-12.208,5
2428,LSAK,-999,Technology,Software - Infrastructure,South Africa,240830000.0,-999.0,127.65,-999.0,0.44,1.38,3.55,-999.0,1.09,-999.0,-999.0,-0.03,0.4327,1.2163,-999.0,0.15,0.2239,0.0575,0.5996,0.322,0.0163,0.2433,0.011,0.0017,-0.0898,-0.0616,1.58,1.36,0.55,0.7,0.1713,-0.0455,0.0293,0.0935,0.0873,-0.1044,1.01,0.0643,-0.1787,0.2867,-0.9399,0.4296,Feb 06/a,3.86,1064171.0,True,False,-1.889,4
216,AMPY,RUT,Energy,Oil & Gas E&P,USA,270760000.0,0.71,8.69,0.05,0.88,0.69,13.05,2.46,0.53,-999.0,0.0,0.18,-0.8991,-0.1904,0.382,0.15,0.1563,-0.2017,0.4333,0.0773,0.0059,0.43,0.0221,0.0318,1.936,0.7319,1.02,1.02,0.31,0.31,0.3616,1.2162,0.0378,0.1246,0.1568,-0.0446,2.08,0.1082,-0.1644,0.927,-0.7256,12.9289,Mar 06/a,6.86,109601.0,True,True,-6.295,7
1709,GEG,-999,Financial,Asset Management,USA,60730000.0,6.54,-999.0,0.33,5.5,0.85,0.49,-999.0,3.88,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,0.2,1.56,0.5003,-1.0161,0.1323,0.216,0.5961,0.0143,0.0007,-0.0534,0.0699,19.51,19.51,0.95,0.95,-0.1423,0.8326,0.0,-0.0254,0.0267,-0.1429,1.11,-0.0055,-0.1638,0.2075,-0.9997,0.4656,Feb 13/a,1.92,1469890.0,True,True,1.981,6
3385,REI,RUT,Energy,Oil & Gas E&P,USA,403780000.0,3.79,4.39,0.1,1.12,0.51,1345.92,9.4,0.0,-999.0,0.0,0.1,-0.1242,0.041,0.2941,0.37,0.3506,0.0025,2.1714,0.3696,0.0014,0.2418,1.0026,0.1069,0.1449,0.0863,0.49,0.44,0.54,0.55,0.6804,0.2904,0.0408,0.4366,0.3784,-0.0097,1.79,0.3075,-0.1605,0.632,-0.901,3.743,Mar 07/a,2.04,165700.0,True,True,-2.698,6
3995,TRST,RUT,Financial,Banks - Regional,USA,513160000.0,8.75,8.68,1.75,2.1,0.8,-999.0,8.78,-999.0,0.0534,0.4671,0.6,-0.1753,0.2244,-0.0061,0.05,0.047,0.1122,-0.5284,0.0328,0.0121,0.69,-0.0006,0.0136,0.0942,0.0861,0.19,-999.0,0.06,0.21,-999.0,0.2404,-0.0419,-0.0316,-0.111,-0.1302,0.85,-0.0301,-0.1595,0.1346,-0.6213,16.9895,Jan 22/a,26.98,190537.0,True,True,,5
4148,VERI,RUT,Technology,Software - Infrastructure,USA,242640000.0,-999.0,-999.0,-999.0,1.9,6.37,3.05,-999.0,2.14,-999.0,-999.0,-0.21,0.6485,0.6901,0.1451,-999.0,0.4293,-0.2208,-0.5381,0.1207,0.0112,0.3726,0.0124,0.1897,-0.9937,-0.3388,0.97,0.97,3.54,3.75,0.5739,-0.4596,0.2424,2.1119,2.7775,0.2519,2.9,1.2842,-0.1579,3.4155,-0.9128,4.3566,Mar 12/a,6.53,101992.0,True,False,-4.172,3
2577,MITT,-999,Real Estate,REIT - Mortgage,USA,174050000.0,3.78,7.67,-999.0,0.63,0.57,1.39,3.55,4.26,0.1218,0.4286,0.14,0.5209,0.2996,-999.0,-999.0,0.4341,-0.0229,3.1354,0.0641,0.0272,0.2822,-0.0327,0.0042,0.1085,0.0067,-999.0,-999.0,9.08,10.53,0.9362,0.129,-0.0343,-0.028,-0.0421,0.0225,1.99,-0.0272,-0.1422,0.2261,-0.9265,0.6814,Feb 22/b,5.91,306155.0,True,True,,4
79,ADV,RUT,Communication Services,Advertising Agencies,USA,1370000000.0,-999.0,7.71,-999.0,0.32,1.22,9.56,7.08,0.45,-999.0,-999.0,0.08,4.4054,0.1694,-999.0,-0.051,0.0772,-0.0209,1.0115,0.9286,0.001,0.1928,-0.0744,0.3067,-0.0564,-0.0211,1.87,1.81,1.69,1.72,0.0814,-0.015,-0.0162,0.2171,0.1768,1.7308,1.65,0.062,-0.1394,2.7699,-0.694,2.7699,Feb 29/b,4.26,659305.0,True,True,-5.191,3
2487,MATV,RUT,Basic Materials,Specialty Chemicals,USA,1010000000.0,-999.0,10.48,-999.0,0.44,1.06,8.41,25.14,2.21,0.0376,-999.0,0.2,0.6562,0.3396,-999.0,0.05,0.1496,-0.3148,67.7316,0.0296,0.0232,0.9332,0.853,0.0394,-0.4612,-0.1474,2.53,1.28,1.22,1.23,0.1815,-0.1347,-0.0075,0.0316,0.2755,-0.1117,0.75,0.1961,-0.1384,0.7263,-0.7071,2.2365,Feb 21/a,18.61,605125.0,True,True,-18.063,3
1473,F,S&P 500,Consumer Cyclical,Auto Manufacturers,USA,52770000000.0,12.35,7.23,-999.0,0.3,1.23,1.31,7.9,10.11,0.0526,1.162,0.45,-0.0962,0.0107,0.0318,-0.0504,0.0268,0.0446,-1.4132,0.0202,0.0019,0.5549,0.0047,0.0372,0.1011,0.0302,1.2,1.04,2.36,3.53,0.0914,0.0247,0.0,0.0727,0.1535,0.0592,1.61,0.0772,-0.1263,0.3991,-0.6081,17.3047,Apr 24/a,13.28,1673558.0,True,True,-27.937,4
1017,CRWS,-999,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,53560000.0,11.31,-999.0,2.26,0.62,1.05,78.76,8.38,0.07,0.0612,0.5732,-999.0,-999.0,-999.0,0.1323,0.05,0.0005,0.2524,0.2496,0.0816,0.052,0.3703,0.0036,0.0016,0.0942,0.0635,4.13,1.74,0.45,0.52,0.253,0.0544,0.0255,-0.0743,0.0673,-0.0825,0.8,-0.0325,-0.1237,0.2725,-0.6933,35.5248,Feb 14/b,5.23,200062.0,True,True,2.18,5
656,BUSE,RUT,Financial,Banks - Regional,USA,1280000000.0,10.6,9.96,1.77,2.11,1.0,-999.0,7.77,-999.0,0.0421,0.4406,0.49,-0.0573,0.129,0.0162,0.06,0.1072,0.1833,-0.2532,0.0468,0.0054,0.5683,-0.0315,0.018,0.1014,0.0769,0.16,-999.0,0.25,0.41,-999.0,0.2029,-0.0395,-0.0327,-0.0435,0.1744,0.83,-0.0094,-0.1047,0.4207,-0.6768,1.5878,Jan 23/a,23.1,287224.0,True,True,,5
3006,OPCH,RUT,Healthcare,Medical Care Facilities,USA,5560000000.0,21.65,24.35,1.33,1.29,3.93,16.16,16.86,1.98,-999.0,0.0,0.23,-0.2344,0.1605,-999.0,0.1628,0.1751,0.0946,0.2392,0.0108,0.0196,0.9871,0.0309,0.0264,0.1903,0.1042,1.77,1.33,0.8,0.82,0.2143,0.0621,-0.0453,-0.0111,-0.0276,0.0069,1.25,-0.0086,-0.1041,0.3215,-0.6512,11.808,Feb 22/b,32.02,1120518.0,True,True,-4.034,4
1053,CTV,-999,Communication Services,Advertising Agencies,USA,320510000.0,-999.0,56.5,-999.0,2.29,1.63,6.44,28.26,0.35,-999.0,-999.0,-0.02,1.0,-999.0,-999.0,-999.0,0.2735,0.146,0.5391,0.3677,0.0028,0.2557,0.0704,0.0033,-0.1588,-0.1473,3.99,3.99,0.11,0.11,0.6654,-0.2281,-0.0924,0.0367,0.4581,0.9153,3.31,0.2122,-0.1032,2.0133,-0.7819,2.0133,Feb 27/b,2.26,207881.0,True,False,0.336,4
3337,QRHC,-999,Industrials,Waste Management,USA,179710000.0,-999.0,16.5,-999.0,0.62,2.71,561.61,-999.0,0.02,-999.0,-999.0,0.05,1.6333,0.3671,-0.1786,0.15,0.2736,0.1139,0.3114,0.1668,0.0029,0.4724,0.0223,0.0013,-0.1061,-0.0552,1.35,1.35,0.99,1.02,0.1393,-0.0253,0.0385,0.2783,0.1976,0.4535,0.62,0.2261,-0.1026,0.782,-0.8212,7.6505,Mar 12/a,8.91,148225.0,True,True,-2.49,3
2864,NRP,-999,Energy,Thermal Coal,USA,1180000000.0,7.08,-999.0,-999.0,4.0,2.19,98.05,3.78,0.93,0.0322,0.2294,-999.0,-999.0,-999.0,0.1412,0.0,0.1481,-0.0558,0.377,0.3602,0.0006,0.2718,0.0153,0.0219,0.455,0.2833,1.11,1.11,0.22,0.27,0.8298,0.6701,-0.014,-0.0024,0.009,0.774,0.45,0.0148,-0.0855,1.0876,-0.769,18.8687,Mar 07/b,90.71,222795.0,True,True,-16.322,6
1963,HRTG,-999,Financial,Insurance - Property & Casualty,USA,311270000.0,5.98,5.89,-999.0,0.42,1.41,-999.0,5.14,-999.0,-999.0,0.0,0.56,-0.1522,0.1932,0.1065,-999.0,0.0905,0.0837,1.3801,0.2662,0.0293,0.473,-0.1264,0.0207,0.2579,0.1281,1.15,-999.0,0.61,0.67,-999.0,0.0614,-0.0329,0.5015,0.6375,2.4797,0.92,0.3582,-0.0828,2.614,-0.6224,8.1964,Mar 11/a,10.3,1907878.0,True,True,,4
3058,PACK,RUT,Consumer Cyclical,Packaging & Containers,USA,635350000.0,-999.0,-999.0,-999.0,1.89,1.11,10.25,-999.0,0.75,-999.0,-999.0,-0.06,0.3286,0.3134,0.8694,-999.0,0.0561,0.1385,-0.2652,0.1277,0.0172,0.865,-0.0538,0.0185,-0.0457,-0.0272,2.6,2.24,0.74,0.75,0.2661,-0.0806,-0.0229,0.6754,0.5049,0.4788,2.31,0.3821,-0.0723,1.924,-0.821,1.924,Mar 11/a,7.69,133833.0,True,False,-5.343,5
2786,NGL,-999,Energy,Oil & Gas Midstream,USA,781810000.0,-999.0,9.08,-999.0,0.11,1.42,1056.5,2.48,0.01,-999.0,-999.0,0.29,2.0714,0.0833,0.1237,0.03,0.0441,-0.126,-0.602,0.1456,0.0052,0.3316,-0.0441,0.0304,0.042,-0.0187,1.23,1.05,1.9,1.92,0.1032,-0.0107,0.0243,-0.0134,0.0592,0.8495,1.63,0.0134,-0.0476,1.2433,-0.8724,4.9,Feb 08/a,5.9,581566.0,True,True,-23.855,4
3134,PFBC,RUT,Financial,Banks - Regional,USA,1110000000.0,7.06,8.45,0.71,2.3,1.45,-999.0,6.41,-999.0,0.0378,0.2234,2.38,-0.1072,-0.0652,0.1781,0.1,0.2114,0.2795,-0.0407,0.0813,0.0,0.718,-0.089,0.0754,0.2264,0.1748,0.33,-999.0,0.23,0.24,-999.0,0.3114,-0.0331,-0.0007,0.0199,0.4019,1.03,0.0225,-0.044,0.7499,-0.6689,11.5814,Jan 24/a,74.23,391997.0,True,True,,4
4333,WT,RUT,Financial,Asset Management,USA,1460000000.0,17.45,17.36,8.64,4.18,3.4,7.75,17.48,1.24,0.0125,0.137,0.1,0.976,0.1263,0.193,0.0202,0.05,0.239,1.781,0.008,0.3334,0.762,-0.005,0.0797,0.23,0.08,2.2,2.2,0.67,0.67,-999.0,0.272,0.0446,0.1622,0.4159,0.6271,1.48,0.2042,-0.0093,0.6495,-0.6294,-999.0,Feb 02/b,9.6,2186768.0,True,True,-2.01,6
