No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,Fundamental Score
2417,LOCO,Consumer Cyclical,Restaurants,USA,304130000.0,11.72,13.18,0.78,0.64,1.18,0.42,0.2092,0.0197,0.0244,0.7009,0.0108,4.19,0.0943,0.39,1.04,0.0587,0.0375,-0.2738,0.1381,-0.7444,0.7333,9.23,1220686.0,True,True,3
3678,SMRT,Technology,Software - Application,USA,613540000.0,-999.0,362.55,-999.0,2.83,1.79,1.04,-999.0,0.8114,0.0022,0.5651,-0.1509,10.25,-0.1453,2.3,0.0,-0.2426,-0.0309,-0.267,0.4014,-0.8005,0.4877,3.02,238435.0,True,False,4
560,BLFS,Healthcare,Medical Instruments & Supplies,USA,840180000.0,-999.0,-999.0,-999.0,5.43,2.46,0.91,-0.7411,0.7447,0.9739,0.9706,0.052,7.98,-0.2762,1.72,0.13,-0.6604,0.1733,-0.2579,1.0908,-0.9865,132.2143,18.65,9329481.0,True,True,4
1471,FARO,Technology,Scientific & Technical Instruments,USA,436040000.0,-999.0,37.89,-999.0,1.2,1.68,4.22,-0.1092,-0.0307,0.043,0.9281,-0.0238,4.55,-0.2163,1.93,0.34,-0.166,0.0877,-0.2475,1.234,-0.7649,20.7075,23.01,514826.0,True,True,3
312,ASAN,Technology,Software - Application,USA,4410000000.0,-999.0,-999.0,-999.0,6.99,13.28,2.38,-0.5876,0.6406,0.0488,0.2432,0.0614,4.59,-0.7967,1.82,0.85,-0.4586,0.0401,-0.2451,0.3867,-0.864,0.7518,19.83,120807123.0,True,False,4
3153,PGRE,Real Estate,REIT - Office,USA,1010000000.0,-999.0,-999.0,-999.0,1.38,0.29,2.16,-999.0,-0.006,0.0022,0.6716,-0.0365,4.97,-0.0259,-999.0,1.12,-0.1255,-0.0755,-0.2419,0.1965,-0.7691,0.1965,4.65,326490.0,True,False,2
2372,LFVN,Consumer Defensive,Packaged Foods,USA,85070000.0,28.52,10.17,2.38,0.4,3.12,1.35,-0.1319,0.0119,0.0212,0.2955,0.0971,2.25,0.1,1.03,0.5,0.014,0.091,-0.2394,1.2975,-0.9507,13.6733,6.61,176748.0,True,True,4
1562,FLWS,Consumer Cyclical,Specialty Retail,USA,600330000.0,-999.0,21.89,-999.0,0.31,1.19,4.81,-999.0,0.1312,0.0015,0.3644,-0.0219,4.29,-0.1163,1.12,0.63,-0.0324,-0.0871,-0.2349,0.5481,-0.7665,9.8824,9.25,342450.0,True,True,4
1629,FSP,Real Estate,REIT - Office,USA,239960000.0,-999.0,-999.0,-999.0,1.54,0.34,0.13,-999.0,-0.115,0.0045,0.6489,-0.0129,0.72,-0.0735,-999.0,0.55,-0.3503,-0.0771,-0.2345,1.0775,-0.8818,1.0775,2.32,202020.0,True,True,3
1470,FARM,Consumer Defensive,Packaged Foods,USA,76150000.0,-999.0,-999.0,-999.0,0.2,1.76,0.34,-0.2945,-0.1023,0.0252,0.4471,0.0142,2.31,-0.426,0.67,1.23,-0.1491,0.1318,-0.233,1.0971,-0.9068,1.0971,3.67,257766.0,True,False,1
749,CCL,Consumer Cyclical,Travel Services,USA,19350000000.0,-999.0,11.15,-999.0,0.9,2.81,1.92,-999.0,0.9729,0.0015,0.4755,0.093,3.35,-0.0106,0.39,4.63,-0.0034,-0.1058,-0.2244,0.8292,-0.7894,6.8673,15.31,5114894.0,True,False,2
1887,HFFG,Consumer Defensive,Food Distribution,USA,249630000.0,-999.0,-999.0,-999.0,0.22,0.86,0.26,-0.5542,0.4172,0.0092,0.1667,-0.0224,6.92,-0.0282,0.5,0.68,-0.0071,-0.1118,-0.22,0.3481,-0.8683,0.3481,4.61,662421.0,True,True,4
2436,LSAK,Technology,Software - Infrastructure,South Africa,239580000.0,-999.0,72.29,-999.0,0.44,1.37,1.09,-999.0,0.2239,0.0163,0.2473,0.011,3.54,-0.0898,1.36,0.7,-0.0455,0.1096,-0.2147,0.28,-0.9402,0.4222,3.84,1064171.0,True,False,4
1941,HOUS,Real Estate,Real Estate Services,USA,819840000.0,-999.0,97.02,-999.0,0.14,0.46,1.43,-999.0,0.0558,0.0081,1.0163,-0.0321,6.69,-0.2217,-999.0,1.79,-0.0776,0.0522,-0.2127,0.8142,-0.8658,2.5502,7.42,160125.0,True,True,3
2344,LC,Financial,Credit Services,USA,946280000.0,24.15,9.97,-999.0,0.75,0.76,11.8,-999.0,0.0806,0.0288,0.7231,0.0149,1.61,0.0322,-999.0,0.02,0.0307,0.0607,-0.2097,0.8245,-0.9411,1.0,8.63,623109.0,True,True,4
655,BVS,Healthcare,Medical Devices,USA,277070000.0,-999.0,13.17,-999.0,0.55,1.56,0.43,-0.8253,0.135,0.0146,0.3175,0.0206,4.97,-0.4706,0.94,2.31,-0.3621,-0.0824,-0.2062,4.5007,-0.7793,4.5007,4.4,165076.0,True,True,2
3236,POWW,Industrials,Aerospace & Defense,USA,297330000.0,-999.0,21.83,-999.0,2.0,0.82,0.46,0.2517,1.8871,0.0006,0.2479,-0.086,3.93,-0.0358,2.99,0.04,-0.1098,0.1887,-0.2032,0.5987,-0.9875,99.4,2.51,128098.0,True,True,6
2651,MQ,Technology,Software - Infrastructure,USA,3010000000.0,-999.0,-999.0,-999.0,3.96,2.35,2.5,-999.0,0.7515,0.0014,0.5734,-0.0426,3.36,-0.1488,4.72,0.01,-0.2745,-0.092,-0.203,0.6676,-0.8478,0.6676,5.77,1042722.0,True,False,4
2421,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,383220000.0,19.41,12.09,0.65,0.56,2.07,2.44,-999.0,0.4104,0.0787,0.9651,-0.0563,11.4,0.1196,0.64,0.87,0.0298,0.019,-0.2003,0.7447,-0.741,5.1927,24.74,3795508.0,True,True,3
3738,SQ,Technology,Software - Infrastructure,USA,41070000000.0,-999.0,21.38,-999.0,1.98,2.3,11.15,-0.4134,0.5741,0.0063,0.6081,-0.0012,1.8,-0.0164,1.9,0.25,-0.0136,-0.0309,-0.195,0.7215,-0.7688,7.2967,66.88,23398497.0,True,True,4
1705,GEG,Financial,Asset Management,USA,60470000.0,1.88,-999.0,0.09,5.98,0.86,3.65,-999.0,1.56,0.1546,0.6023,0.0145,0.7,0.5686,23.46,0.94,3.8646,0.004,-0.195,0.2201,-0.9997,0.4809,1.94,1116586.0,True,True,6
1800,GPMT,Real Estate,REIT - Mortgage,USA,267180000.0,-999.0,32.21,-999.0,1.01,0.3,5.5,-999.0,0.0463,0.0272,0.5217,-0.0003,1.48,-0.0599,-999.0,2.47,-0.2704,-0.0982,-0.1913,0.3048,-0.7302,2.0526,5.18,141951.0,True,True,3
2246,KFS,Consumer Cyclical,Auto & Truck Dealerships,USA,249520000.0,7.76,-999.0,0.78,2.37,7.66,1.04,-999.0,0.1531,0.0018,0.46,0.0024,11.87,0.8873,-999.0,1.33,0.2803,0.0596,-0.1679,0.4112,-0.9071,6.0,8.82,118518.0,True,True,3
4026,TTSH,Consumer Cyclical,Home Improvement Retail,USA,287220000.0,25.82,-999.0,1.29,0.76,2.42,0.38,0.0871,0.0282,0.036,0.4395,-0.2518,4.54,0.0905,0.36,1.19,0.0286,-0.0556,-0.1591,0.5848,-0.7734,68.9732,6.45,4196799.0,True,True,3
3338,QTRX,Healthcare,Medical Devices,USA,918510000.0,-999.0,-999.0,-999.0,7.87,2.6,8.66,0.2063,0.3161,0.0055,0.9022,-0.0741,1.94,-0.1061,10.27,0.12,-0.3303,-0.0131,-0.1564,1.4232,-0.7377,2.8479,24.28,475068.0,True,False,5
1055,CULP,Consumer Cyclical,Textile Manufacturing,USA,63220000.0,-999.0,15.36,-999.0,0.28,0.76,1.3,-999.0,-0.054,0.0228,0.4963,-0.0138,2.74,-0.2091,1.06,0.06,-0.0847,-0.0538,-0.154,0.2071,-0.865,3.2474,5.07,183147.0,True,True,4
1666,GAIA,Communication Services,Entertainment,USA,70640000.0,-999.0,-999.0,-999.0,0.89,0.75,0.49,0.3725,0.1862,0.0165,0.264,0.0571,0.84,-0.0489,0.49,0.26,-0.0551,0.0872,-0.1472,0.455,-0.9001,0.4976,3.07,367481.0,True,True,5
3907,TGI,Industrials,Aerospace & Defense,USA,1130000000.0,-999.0,19.02,-999.0,0.83,-999.0,2.12,-999.0,-0.1355,0.0074,0.92,-0.0588,3.14,-999.0,1.65,-999.0,-0.0389,0.0264,-0.1459,1.1071,-0.8275,3.8841,14.75,285578.0,True,True,4
3938,TLS,Technology,Software - Infrastructure,USA,298670000.0,-999.0,-999.0,-999.0,1.97,1.82,1.44,-999.0,0.1314,0.0137,0.616,0.0105,1.15,-0.2713,4.57,0.07,-0.305,0.0465,-0.142,1.8039,-0.8975,1.8039,4.29,562941.0,True,True,4
860,CLF,Basic Materials,Steel,USA,10030000000.0,25.6,11.57,-999.0,0.46,1.27,0.39,-0.2678,0.9332,0.0026,0.6685,0.0634,3.01,0.0508,0.62,0.46,0.0181,0.0491,-0.1297,0.46,-0.8361,40.3415,19.87,506095.0,True,True,3
2866,NRP,Energy,Thermal Coal,USA,1130000000.0,7.69,-999.0,-999.0,3.79,2.28,1.46,0.276,0.2113,0.0007,0.2838,0.0157,6.48,0.4888,1.14,0.38,0.6366,-0.0109,-0.1235,1.0009,-0.7786,18.0433,89.4,222795.0,True,True,6
1707,GEL,Energy,Oil & Gas Midstream,USA,1380000000.0,25.3,10.14,0.57,0.44,2.49,0.33,-999.0,0.0161,0.0011,0.6562,-0.0514,5.02,0.1039,0.94,2.59,0.0175,-0.052,-0.1189,0.3988,-0.8041,5.552,11.26,106901.0,True,True,2
3688,SNDA,Healthcare,Medical Care Facilities,USA,96410000.0,-999.0,-999.0,-999.0,0.39,-999.0,2.68,0.1513,-0.1356,1.0786,1.0288,0.0082,2.76,-999.0,-999.0,-999.0,-0.1248,0.2267,-0.1172,0.9643,-0.9718,0.9643,11.79,10025455.0,True,True,4
76,ADV,Communication Services,Advertising Agencies,USA,1290000000.0,-999.0,8.06,-999.0,0.3,1.19,0.57,-999.0,0.0886,0.0018,0.187,-0.0731,8.55,-0.8332,1.76,1.78,-0.3542,0.0821,-0.1002,2.4956,-0.7162,2.4956,3.95,767522.0,True,True,3
404,AXR,Real Estate,Real Estate - Development,USA,107510000.0,5.79,-999.0,-999.0,2.62,0.95,4.12,1.6854,0.4662,0.0549,0.3787,-0.0056,2.43,0.1847,-999.0,0.0,0.4568,-0.0123,-0.0963,0.7317,-0.8603,9.5203,20.4,2685134.0,True,True,6
1044,CTRN,Consumer Cyclical,Apparel Retail,USA,250650000.0,-999.0,-999.0,-999.0,0.34,1.64,6.99,0.474,0.0214,1.1063,0.9912,-0.0966,12.3,-0.0571,0.48,1.59,-0.012,0.105,-0.096,1.0662,-0.7366,3.3806,29.35,10042378.0,True,True,3
3801,STXS,Healthcare,Medical Instruments & Supplies,USA,209480000.0,-999.0,-999.0,-999.0,7.1,11.19,0.28,0.042,0.0063,0.0154,0.4765,-0.0202,2.86,-0.6879,2.2,0.23,-0.7174,0.3646,-0.0565,0.9474,-0.9832,4.5106,2.59,305084.0,True,False,5
3056,PAGP,Energy,Oil & Gas Midstream,USA,3180000000.0,14.74,10.24,-999.0,0.07,2.08,1.33,0.0335,0.21,0.0118,0.8983,0.0144,5.55,0.2982,0.84,4.9,0.0081,0.0099,-0.0493,0.3749,-0.8109,4.3322,16.21,1006694.0,True,True,3
2828,NNBR,Industrials,Conglomerates,USA,226810000.0,-999.0,-999.0,-999.0,0.46,1.58,0.46,0.1475,-0.0825,0.0132,0.5441,-0.0604,10.53,-0.1754,1.38,0.94,-0.1094,0.2704,-0.0458,3.9535,-0.8544,4.7711,4.79,118650.0,True,False,4
1816,GRPN,Communication Services,Internet Content & Information,USA,624440000.0,-999.0,24.93,-999.0,1.19,-999.0,2.6,-999.0,-0.3045,0.0145,0.4081,-0.0871,4.62,-5.8421,0.48,-999.0,-0.2635,0.2729,-0.0424,4.5502,-0.9742,4.5502,16.04,3069745.0,True,True,3
50,ACR,Real Estate,REIT - Mortgage,USA,83160000.0,-999.0,4.45,-999.0,0.39,0.19,11.86,-999.0,0.3434,0.0391,0.3599,-0.0473,0.48,0.0301,-999.0,4.07,-0.0288,0.0436,-0.041,0.4849,-0.9566,2.4491,9.83,724526.0,True,True,3
3711,SPB,Consumer Defensive,Household & Personal Products,USA,2650000000.0,1.88,17.73,0.1,0.91,1.15,45.25,0.1707,-0.0384,0.0711,1.1335,-0.0608,4.11,-0.0997,2.75,0.65,0.6361,0.1054,-0.0242,0.5147,-0.8858,10.3634,85.86,4015177.0,True,True,5
793,CFBK,Financial,Banks - Regional,USA,142750000.0,8.34,-999.0,-999.0,1.27,0.92,-999.0,0.2139,0.4356,0.0022,0.2421,-0.0136,1.07,0.115,-999.0,0.84,0.1509,0.148,-0.0109,0.4818,-0.956,2.5967,21.76,100002.0,True,True,6
