No.,Ticker,Index,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Cash/sh,Dividend,Payout Ratio,EPS next Q,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Profit M,Perf Week,Perf Month,Perf Quart,Perf Year,Beta,SMA50,52W High,52W Low,All-Time High,All-Time Low,Earnings,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years,NCAV,Fundamental Score
1771,GNSS,-999,Technology,Scientific & Technical Instruments,USA,80570000.0,-999.0,10.93,-999.0,1.99,1.99,5.94,-999.0,0.31,-999.0,-999.0,-0.13,0.1333,1.6442,-0.3399,0.15,0.135,-0.5842,-0.6088,0.1552,0.2784,0.4029,-0.0143,0.0051,-0.4903,-0.4848,2.34,1.74,0.1,0.12,0.4541,-0.5331,-0.0469,0.0702,0.0457,-0.4711,0.46,0.0213,-0.5332,0.2119,-0.8766,5.1701,Feb 13/a,1.83,2967750.0,True,True,0.248,4
1572,FNA,RUT,Healthcare,Medical Devices,USA,755410000.0,-999.0,-999.0,-999.0,3.49,4.25,9.99,-999.0,0.91,-999.0,-999.0,-0.13,0.2461,0.2819,-999.0,0.298,0.199,0.1758,0.5261,0.5596,0.0007,0.3624,0.0402,0.0455,-0.3003,-0.1658,4.21,2.3,0.62,0.63,0.7267,-0.2211,-0.1709,-0.3609,-0.2145,-0.4759,1.0,-0.2562,-0.5375,0.1472,-0.6411,0.1472,Feb 29/a,9.12,259555.0,True,True,0.638,4
1949,HQI,RUT,Industrials,Staffing & Employment Services,USA,173890000.0,19.51,14.72,-999.0,4.81,2.77,156.66,23.95,0.08,0.0192,0.2643,-0.06,-0.5934,1.2973,0.2251,-999.0,0.2907,-0.0096,-0.6543,0.6202,0.0022,0.1207,-0.0724,0.0282,0.1449,0.1398,1.51,1.51,0.0,0.24,-999.0,0.2444,0.0339,-0.0377,-0.2344,-0.4208,1.11,-0.0621,-0.5742,0.0425,-0.8822,19.85,Mar 21/a,12.51,282538.0,True,True,1.001,6
1358,EP,RUT,Energy,Oil & Gas E&P,USA,142190000.0,-999.0,-999.0,-999.0,3.64,6.75,12.89,-999.0,0.43,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,5.0266,-0.2995,-14.4333,0.2831,0.21,0.3854,0.5859,0.0346,-0.4623,-0.3366,1.08,1.0,0.57,0.89,0.1718,-0.2552,-0.0398,-0.0946,-0.3861,-0.5451,1.38,-0.1526,-0.5858,0.0316,-0.9456,172.4375,Mar 28/a,5.55,10076607.0,True,True,-1.445,3
1814,GRWG,RUT,Consumer Cyclical,Specialty Retail,USA,123000000.0,-999.0,-999.0,-999.0,0.54,0.71,1.89,-999.0,1.06,-999.0,-999.0,-0.09,0.5763,0.2754,-0.2861,0.2,0.766,-0.0919,-0.8126,0.071,0.2691,0.3623,-0.0188,0.0596,-0.2386,-0.2237,4.77,2.67,0.2,0.24,0.1977,-0.2058,-0.0826,-0.0826,-0.2157,-0.4962,2.97,-0.1286,-0.6,0.1299,-0.9705,0.3333,Mar 13/a,2.0,1976973.0,True,True,1.329,5
468,BCOV,RUT,Technology,Software - Application,USA,82610000.0,-999.0,-999.0,-999.0,0.41,0.88,4.44,-999.0,0.43,-999.0,-999.0,0.01,-1.0,0.875,-0.0625,0.15,0.0423,0.0186,0.5489,0.0555,0.0769,0.8123,0.0016,0.0316,-0.2332,-0.2057,0.67,0.67,0.18,0.23,0.6135,-0.1138,-0.0308,-0.1674,-0.1562,-0.59,0.7,-0.1576,-0.6029,0.0442,-0.9259,0.0442,Feb 22/a,1.89,396833.0,True,True,-1.185,4
339,ASYS,-999,Technology,Semiconductor Equipment & Materials,USA,67120000.0,-999.0,23.65,-999.0,0.58,0.84,3.94,-999.0,1.2,-999.0,-999.0,-0.14,0.0674,1.241,-999.0,0.2,0.047,0.156,-2.367,0.2046,0.0372,0.6638,-0.0081,0.007,-0.2183,-0.1971,2.99,1.69,0.22,0.26,0.3511,-0.1645,-0.0287,0.035,-0.2104,-0.4655,1.45,0.0769,-0.6052,0.4036,-0.8464,4.0453,Feb 09/a,4.73,415800.0,True,True,2.309,5
1754,GLT,RUT,Basic Materials,Paper & Paper Products,USA,79920000.0,-999.0,-999.0,-999.0,0.06,0.31,1.46,-999.0,1.21,-999.0,-999.0,-999.0,-999.0,-999.0,0.1544,0.002,0.1093,-0.1431,0.749,0.0423,0.5931,0.7747,-0.0402,0.0695,-0.2717,-0.0712,2.16,1.1,3.32,3.37,0.0923,-0.0571,-0.1651,-0.2371,0.1959,-0.406,1.71,-0.0327,-0.614,0.416,-0.9447,0.416,Feb 22/b,1.77,1289743.0,True,True,-15.526,5
3432,RMAX,RUT,Real Estate,Real Estate Services,USA,143680000.0,-999.0,5.44,-999.0,0.44,0.35,1.14,6.58,6.88,0.0585,2.8378,0.21,-0.0862,0.1633,-999.0,-999.0,0.1243,-0.0574,-7.2756,0.138,0.1403,0.937,-0.0798,0.055,-0.1547,-0.0782,-999.0,-999.0,1.15,1.18,0.643,-0.2119,-0.0598,-0.1955,-0.3656,-0.5621,1.41,-0.208,-0.6162,0.0038,-0.8836,0.0038,Feb 22/a,7.86,3666600.0,True,True,-26.08,3
3381,RELL,RUT,Technology,Electronic Components,USA,118190000.0,14.95,11.83,0.75,0.52,0.75,5.19,-999.0,1.62,0.0286,0.1816,0.02,-0.8705,2.9444,0.3454,0.2,0.1061,-0.3304,-1.4865,0.1566,0.0046,0.5846,0.231,0.0535,0.0535,0.0514,4.63,1.38,0.01,0.01,0.3037,0.0363,-0.003,-0.086,-0.3713,-0.5827,1.01,-0.1372,-0.6404,0.0396,-0.6916,2.4008,Jan 10/a,8.4,109063.0,True,True,10.527,6
757,CCRD,RUT,Technology,Software - Application,USA,93790000.0,28.27,18.83,-999.0,1.67,1.78,2.92,8.11,3.87,-999.0,0.0,0.02,-0.7692,4.0,-0.1051,-999.0,0.2692,-0.2318,-0.5043,0.2612,0.0051,0.4389,-0.0176,0.0893,0.0644,0.0631,4.66,4.66,0.02,0.02,0.347,0.0606,-0.0216,-0.0275,-0.1847,-0.6302,0.38,-0.0627,-0.6424,0.1133,-0.7991,21.8726,Feb 14/b,11.3,118118.0,True,True,4.022,4
3735,SPWH,RUT,Consumer Cyclical,Specialty Retail,USA,118220000.0,-999.0,-999.0,-999.0,0.09,0.43,40.48,-999.0,0.08,-999.0,0.0,-0.31,-1.7302,0.8269,0.1883,0.2072,0.1621,-0.0532,-1.1069,0.0417,0.1009,0.8865,-0.0736,0.0823,-0.0332,-0.0161,1.19,0.09,1.1,2.01,0.2604,-0.0071,-0.0706,-0.1918,-0.2769,-0.6132,0.78,-0.1785,-0.6429,0.0604,-0.8288,0.0604,Dec 06/a,3.16,592442.0,True,True,-6.027,4
218,AMRC,RUT,Industrials,Engineering & Construction,USA,1110000000.0,18.11,10.55,0.67,0.81,1.23,7.85,-999.0,2.71,-999.0,0.0,-0.1,0.0996,0.4539,0.0763,0.272,0.1448,0.3305,0.8888,0.3908,0.0043,0.6159,-0.0038,0.1261,0.0723,0.0295,1.19,1.17,1.34,1.72,0.1745,0.0454,0.0057,-0.1019,-0.3597,-0.5142,1.54,-0.0563,-0.6637,0.2108,-0.7914,4.4348,Feb 28/a,21.25,2126038.0,True,True,-47.037,4
951,COOK,RUT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,282750000.0,-999.0,25.45,-999.0,0.47,0.95,9.45,6.41,0.23,-999.0,-999.0,0.03,0.9596,18.901,-0.2831,0.1286,0.1751,0.1835,0.2343,0.5621,0.0055,0.3734,0.0238,0.0368,-0.2696,-0.1176,1.62,0.9,1.46,1.57,0.3103,-0.1393,0.0833,0.0091,-0.1195,-0.3179,1.0,-0.0093,-0.6701,0.1211,-0.9322,0.1211,Mar 07/a,2.21,933006.0,True,True,-2.759,3
3859,TBRG,RUT,Healthcare,Health Information Services,USA,145940000.0,-999.0,-999.0,-999.0,0.43,0.78,37.91,205.54,0.26,-999.0,0.0,-0.3,0.836,0.764,-999.0,-0.0955,0.0533,0.748,-18.2241,0.0444,1.1063,0.9716,-0.0024,0.0434,-0.2185,-0.1187,2.32,2.31,1.06,1.08,0.4169,-0.1347,0.1169,0.003,-0.124,-0.6428,0.63,0.0363,-0.676,0.3285,-0.8706,0.3285,Feb 29/a,10.03,3205687.0,True,True,False,4
3413,RILY,RUT,Financial,Financial Conglomerates,USA,537600000.0,-999.0,-999.0,-999.0,0.37,1.3,0.4,-999.0,44.19,0.1991,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.4299,0.0461,-0.1119,0.4694,0.0029,0.504,-0.0418,0.8239,-0.2063,-0.0153,-999.0,-999.0,16.99,17.02,0.5688,-0.0588,-0.2439,-0.0803,-0.1861,-0.4314,1.53,-0.1296,-0.7105,0.2158,-0.8863,111.5351,Feb 29/a,17.58,819908.0,True,True,-148.137,2
2931,NYCB,-999,Financial,Banks - Regional,USA,2820000000.0,-999.0,12.33,-999.0,0.34,0.36,-999.0,17.07,-999.0,0.0179,0.5417,-0.22,-1.0533,2.8326,-999.0,-0.003,0.9234,0.7785,-13.4262,0.0216,0.0129,0.6982,0.002,0.0645,-0.0101,-0.0053,0.03,-999.0,1.71,2.6,-999.0,-0.0145,0.1404,-0.1595,-0.6317,-0.4397,0.95,-0.4102,-0.7257,1.2941,-0.8904,2.5099,Jan 31/b,3.9,765407.0,True,True,False,3
2536,MEI,RUT,Technology,Electronic Components,USA,443080000.0,-999.0,98.84,-999.0,0.39,0.53,3.61,22.96,3.47,0.0447,0.2671,-0.17,-1.4397,1.1372,0.0659,0.15,0.0541,-0.0735,-1.6034,0.0651,0.0106,0.9665,-0.0151,0.0322,-0.0651,-0.0488,2.74,1.85,0.42,0.43,0.1625,-0.0509,-0.1133,-0.4094,-0.4273,-0.6974,0.91,-0.3807,-0.7312,0.0056,-0.7563,46.9483,Mar 07/b,12.52,529136.0,True,True,-0.754,6
886,CMBM,RUT,Technology,Communication Equipment,USA,121750000.0,-999.0,9.87,-999.0,0.55,1.29,6.51,-999.0,0.68,-999.0,0.0,-0.23,0.7742,2.796,-1.0953,0.2,0.0023,-0.5242,-4.9797,0.5649,0.0016,0.3632,0.0021,0.0357,-0.5294,-0.5156,1.73,1.02,0.3,0.33,0.2952,-0.2887,-0.0157,0.0046,-0.0852,-0.7551,0.94,-0.0202,-0.7606,0.2465,-0.9337,0.2465,Feb 15/a,4.4,101387.0,True,True,2.57,4
1423,EVC,RUT,Communication Services,Advertising Agencies,USA,123200000.0,-999.0,-999.0,-999.0,0.11,0.56,1.03,2.67,1.36,0.1786,0.4845,-0.09,1.2778,-999.0,-999.0,-999.0,0.4605,0.0801,-9.8115,0.3319,0.0069,0.5649,-0.0176,0.0301,-0.0626,-0.033,1.42,1.42,1.1,1.18,0.1355,-0.0139,-0.0604,-0.6491,-0.6698,-0.7647,1.14,-0.6144,-0.7843,0.0294,-0.9222,12.3399,Mar 05/a,1.4,552250.0,True,True,-2.719,4
4334,WT,RUT,Financial,Asset Management,USA,1360000000.0,16.24,16.27,8.04,3.89,3.17,7.21,16.26,1.24,0.0134,0.137,0.1,0.976,0.1273,0.193,0.0202,0.05,0.239,1.781,0.008,0.3334,0.762,-0.005,0.0743,0.23,0.08,2.2,2.2,0.67,0.67,-999.0,0.272,0.0606,0.2068,0.4041,0.5667,1.48,0.2032,0.0336,0.6148,-0.6553,-999.0,Feb 02/b,8.93,2186768.0,True,True,-2.01,6
2840,NOTV,-999,Healthcare,Diagnostics & Research,USA,235460000.0,-999.0,-999.0,-999.0,0.4,0.93,10.7,58.28,0.85,-999.0,-999.0,-0.34,0.8976,0.3333,-1.8424,-999.0,1.3362,0.1038,0.8249,0.1129,0.0212,0.1837,-0.0915,0.0413,-0.1241,-0.0501,1.74,1.15,1.61,1.69,0.2343,-0.0567,0.0779,0.5989,2.308,0.837,3.13,0.7511,0.0351,4.6708,-0.8495,14.2167,Feb 07/a,9.13,163981.0,True,True,-15.147,4
1708,GEO,RUT,Industrials,Security & Protection Services,USA,1660000000.0,18.34,10.3,1.22,0.69,1.28,17.65,7.82,0.75,-999.0,0.0,0.19,0.0053,0.3368,-0.0973,0.15,0.008,-0.02,-0.3952,0.0567,0.0057,0.7647,-0.0839,0.2136,0.0779,0.0309,-999.0,-999.0,1.4,1.46,0.2288,0.0397,0.1023,0.1836,0.2943,0.6625,0.59,0.1413,0.0371,0.8948,-0.6168,14.9878,Feb 15/b,13.15,510833.0,True,True,-14.888,2
