No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
313,SAVE,Industrials,Airlines,USA,871180000.0,-999,-999,-999,0.16,0.66,9.61,-999,0.2674,0.0,0.6803,0.0037,1.47,-0.3387,0.91,5.01,-0.0984,-0.409,-0.5794,0.9752,-0.8995,0.9752,7.98,0.0,False,True
317,WTI,Energy,Oil & Gas E&P,USA,414790000.0,6.77,8.94,-999,0.7,13.83,1.05,0.2346,0.2074,0.0,0.4237,0.0394,6.15,-999,1.15,13.66,0.1045,-0.1384,-0.5763,0.1098,-0.9443,1.6449,2.83,0.0,False,True
319,GNSS,Technology,Scientific & Technical Instruments,USA,76170000.0,-999,37.07,-999,1.63,1.9,0.25,-0.3399,0.135,0.2714,0.4241,-0.0143,2.46,-0.4369,1.63,0.16,-0.3942,0.0038,-0.5749,0.1368,-0.8833,4.833,1.73,2967750.0,True,True
322,CONN,Consumer Cyclical,Specialty Retail,USA,122260000.0,-999,-999,-999,0.1,0.31,1.91,-999,-0.0185,0.0,0.289,-0.0919,14.53,-0.3492,2.41,2.93,-0.1351,0.3508,-0.574,0.9529,-0.938,0.9529,4.98,0.0,False,True
323,BHR,Real Estate,REIT - Hotel & Motel,USA,157720000.0,-999,-999,-999,0.22,0.46,3.13,-999,0.2704,0.0037,0.651,0.0277,4.8,-0.0142,-999,1.49,-0.077,0.0243,-0.5732,0.2513,-0.8962,1.0965,2.39,201226.0,True,True
325,AXTI,Technology,Semiconductor Equipment & Materials,USA,122630000.0,-999,-999,-999,1.49,0.61,1.0,0.0708,0.1066,0.0,0.5132,0.0352,1.72,-0.0613,1.09,0.24,-0.1594,0.2229,-0.572,0.4868,-0.9433,3.2576,2.81,0.0,False,True
326,WPRT,Consumer Cyclical,Auto Parts,Canada,98780000.0,-999,-999,-999,0.31,0.58,2.56,0.188,0.0431,0.0,0.1217,-999,7.68,-0.2746,1.14,0.38,-0.1632,-0.1422,-0.5709,0.1735,-0.9885,0.1735,5.75,0.0,False,True
327,ALLT,Technology,Software - Infrastructure,Israel,64660000.0,-999,-999,-999,0.63,0.99,1.58,-0.0991,0.0744,0.0,0.5542,0.0299,1.38,-0.6036,2.06,0.65,-0.5027,0.1359,-0.5694,0.4202,-0.9418,0.4202,1.69,0.0,False,False
328,KVHI,Technology,Communication Equipment,USA,102170000.0,-999,-999,-999,0.74,0.65,3.53,0.118,-0.0205,0.0,0.5541,0.069,6.19,-0.0174,4.01,0.01,-0.0193,0.0513,-0.5694,0.2116,-0.85,4.9543,5.21,0.0,False,False
329,NOTV,Healthcare,Diagnostics & Research,USA,93620000.0,-999,-999,-999,0.16,0.35,1.38,-1.8424,1.3362,0.0099,0.2512,-0.0915,4.04,-0.334,1.05,1.55,-0.1837,0.1939,-0.5691,1.2547,-0.9402,5.05,3.63,163981.0,True,True
330,SUP,Consumer Cyclical,Auto Parts,USA,89330000.0,-999,2.04,-999,0.06,-999,6.28,-999,0.0395,0.0197,0.2543,-0.0035,1.12,-0.5159,1.49,4.07,-0.0759,0.0808,-0.5691,0.2771,-0.9409,10.3488,3.18,488034.0,True,True
331,GDOT,Financial,Credit Services,USA,483060000.0,13.22,4.9,1.02,0.33,0.61,14.4,-0.0589,0.0815,0.0,0.9433,-0.0486,4.38,0.046,0.4,0.04,0.0245,0.0092,-0.569,0.2616,-0.901,0.2616,9.21,0.0,False,True
339,GGR,Consumer Cyclical,Auto Manufacturers,Taiwan,542100000.0,-999,-999,-999,1.53,2.08,0.62,-999,0.023,0.0,0.1321,0.0667,13.78,-0.2236,0.94,1.51,-0.1749,-0.1168,-0.5639,0.0183,-0.8738,0.0183,2.22,0.0,False,False
341,TV,Communication Services,Telecom Services,Mexico,1530000000.0,-999,11.76,-999,0.38,0.22,3.56,-999,-0.0762,0.0,0.4077,-0.0254,2.27,-0.1134,1.65,0.78,-0.1966,-0.0274,-0.5632,0.3667,-0.9283,0.3667,2.87,0.0,False,True
344,MP,Basic Materials,Other Industrial Metals & Mining,USA,2850000000.0,28.78,34.2,1.05,9.34,2.07,6.11,-999,1.0303,0.0,0.5254,-0.0175,5.48,0.0822,11.45,0.5,0.3521,-0.0663,-0.5626,0.1085,-0.7335,0.6401,16.04,0.0,False,True
349,OMCL,Healthcare,Health Information Services,USA,1540000000.0,-999,20.45,-999,1.3,1.3,10.18,-0.3102,0.1369,0.0,1.0229,-0.0264,3.44,-0.0296,2.16,0.52,-0.029,-0.025,-0.5601,0.1814,-0.8188,25.3023,33.93,0.0,False,True
350,PL,Industrials,Aerospace & Defense,USA,651300000.0,-999,-999,-999,3.03,1.22,1.13,0.322,-0.0957,0.0008,0.2665,0.0874,5.0,-0.2629,2.94,0.05,-0.6902,-0.0332,-0.5598,0.1457,-0.8123,0.1457,2.28,253200.0,True,False
351,ANGO,Healthcare,Medical Instruments & Supplies,USA,240360000.0,-999,-999,-999,0.73,0.6,1.53,-999,0.054,0.0,0.9124,-0.0027,2.52,-0.0349,1.55,0.01,-0.0428,-0.1262,-0.5595,0.0635,-0.8116,0.0635,6.03,0.0,False,False
354,ATUS,Communication Services,Telecom Services,USA,1570000000.0,-999,6.81,-999,0.17,-999,0.42,-0.2752,0.0025,0.0,0.3648,0.0299,4.67,-999,0.26,-999,-0.0024,-0.0016,-0.5583,0.4097,-0.9358,0.4097,2.46,0.0,False,True
368,LEE,Communication Services,Publishing,USA,64530000.0,-999,-999,-999,0.09,3.0,2.37,-999,0.0606,0.0037,0.393,0.0127,3.81,-0.2906,0.87,23.54,-0.0076,0.1404,-0.5529,0.3902,-0.9789,3.3792,10.51,45813.0,False,True
376,EYE,Consumer Cyclical,Specialty Retail,USA,1540000000.0,-999,35.93,-999,0.74,1.84,3.4,-0.0548,0.0735,0.0,1.0264,-0.0171,5.92,-0.0677,1.02,1.21,-0.0283,0.0078,-0.5495,0.4398,-0.7005,0.6872,19.74,0.0,False,True
377,OPK,Healthcare,Diagnostics & Research,USA,780790000.0,-999,-999,-999,0.9,0.54,0.18,0.0351,0.0761,0.0199,0.2456,-0.0275,2.99,-0.1351,1.44,0.21,-0.2394,-0.2738,-0.5491,0.186,-0.9474,3.8095,1.01,7786632.0,True,True
378,RMAX,Real Estate,Real Estate Services,USA,199730000.0,-999,8.17,-999,0.6,0.48,6.62,-0.109,0.1453,0.2758,0.9043,-0.08,1.03,-0.1306,-999,1.17,-0.1799,0.008,-0.549,0.2718,-0.8378,0.2718,10.95,4078251.0,True,True
379,LX,Financial,Credit Services,China,242140000.0,1.64,1.38,0.69,0.14,0.19,4.77,0.5728,0.0792,0.0,0.2525,-0.075,1.42,0.153,-999,0.68,0.1077,-0.0698,-0.5479,0.0772,-0.9127,0.3849,1.75,0.0,False,True
386,IQ,Communication Services,Entertainment,China,1900000000.0,13.85,7.17,3.08,0.42,1.23,1.38,-999,0.0366,0.0,0.5865,0.0438,4.82,0.2184,0.51,1.37,0.0557,-0.2159,-0.5444,0.0356,-0.9213,1.2061,3.64,0.0,False,False
390,OPAD,Real Estate,Real Estate Services,USA,240990000.0,-999,-999,-999,0.14,2.09,4.16,-999,0.9272,0.0,0.1375,-0.2497,37.07,-1.2516,0.41,0.02,-0.1273,-0.0543,-0.5426,0.475,-0.9719,0.5725,8.85,0.0,False,True
397,CMTL,Technology,Communication Equipment,USA,221000000.0,-999,16.06,-999,0.39,0.5,0.64,-999,0.0011,0.0,0.7032,-0.0189,1.19,-0.031,0.69,0.41,-0.0427,-0.2093,-0.54,0.1902,-0.8662,15.7348,7.76,0.0,False,True
398,HUYA,Communication Services,Entertainment,China,261770000.0,-999,156.14,-999,0.25,0.47,13.3,-0.3253,0.2289,0.0,0.529,-0.0092,2.36,-0.0395,5.13,0.0,-0.0583,-0.1434,-0.5396,0.3875,-0.9412,0.8232,2.99,0.0,False,True
404,SJT,Energy,Oil & Gas E&P,USA,244230000.0,3.18,-999,-999,3.11,87.33,0.08,0.147,0.104,0.0,0.142,0.1346,1.38,-999,-999,0.0,0.979,-0.1341,-0.5379,0.0626,-0.8982,2.7698,5.24,0.0,False,True
406,HAIN,Consumer Defensive,Packaged Foods,USA,919530000.0,-999,18.17,-999,0.52,0.94,0.43,-999,-0.0597,0.0674,0.9497,0.0563,2.63,-0.1324,1.02,0.94,-0.0751,-0.0545,-0.537,0.0951,-0.8549,7.2,10.25,824794.0,True,True
408,MATV,Basic Materials,Specialty Chemicals,USA,730620000.0,-999,10.25,-999,0.29,1.09,1.56,-999,0.2195,0.0068,0.9403,0.8559,2.0,-0.5259,1.36,2.67,-0.1854,-0.008,-0.535,0.1621,-0.7878,1.3443,13.48,143860.0,True,True
410,PFIE,Energy,Oil & Gas Equipment & Services,USA,72810000.0,8.01,9.0,0.38,1.26,1.33,0.23,-0.0179,0.0941,0.0,0.431,0.0221,2.65,0.1878,4.77,0.0,0.1611,-0.0886,-0.5349,0.5,-0.7402,14.3,1.53,0.0,False,True
411,PLCE,Consumer Cyclical,Apparel Retail,USA,284170000.0,-999,8.98,-999,0.18,2.41,1.08,-999,-0.0069,0.0,0.8516,-0.0868,3.39,-0.4617,0.19,4.67,-0.0475,0.0083,-0.5342,0.5957,-0.8591,4.2046,22.77,0.0,False,True
412,CYH,Healthcare,Medical Care Facilities,USA,511630000.0,2.07,35.45,-999,0.04,-999,0.67,-999,-0.0345,0.1006,0.8081,-0.0765,2.67,-999,1.36,-999,0.0188,0.2618,-0.5331,0.8607,-0.9301,1.0894,3.74,2110000.0,True,True
414,NVRO,Healthcare,Medical Devices,USA,689490000.0,-999,-999,-999,1.63,2.41,8.83,-999,0.0136,0.0,1.061,-0.0155,7.31,-0.3355,5.01,0.7,-0.2422,0.0066,-0.5313,0.3598,-0.899,0.3598,19.01,0.0,False,True
415,HBI,Consumer Cyclical,Apparel Manufacturing,USA,1450000000.0,-999,9.09,-999,0.25,5.28,0.55,-999,-0.0175,0.0,0.8679,-0.062,5.48,-1.0829,0.65,14.71,-0.0884,0.0178,-0.5307,0.1667,-0.8813,2.214,4.13,0.0,False,True
416,DOUG,Real Estate,Real Estate Services,USA,209280000.0,-999,-999,-999,0.22,0.85,1.48,-999,0.1573,0.0093,0.5042,-0.0028,0.6,-0.174,-999,0.55,-0.0491,0.039,-0.5298,0.5032,-0.8043,0.5032,2.36,315273.0,True,True
424,KRMD,Healthcare,Medical Instruments & Supplies,USA,96820000.0,-999,-999,-999,3.38,3.53,0.24,-999,0.1344,0.0245,0.5614,0.0109,7.7,-0.2754,4.03,0.17,-0.2878,-0.0658,-0.5268,0.06,-0.8349,140.3333,2.12,114742.0,True,True
425,MYPS,Communication Services,Electronic Gaming & Multimedia,USA,317650000.0,-999,787.38,-999,1.01,1.05,0.97,-999,0.0375,0.0,0.2688,0.0383,2.53,-0.0041,4.92,0.04,-0.0039,-0.0726,-0.5265,0.0724,-0.8205,0.0724,2.37,0.0,False,True
428,ENZ,Healthcare,Diagnostics & Research,USA,65640000.0,-999,-999,-999,0.92,0.88,1.47,-0.4199,-0.0965,0.0,0.3296,-0.0286,9.05,-1.1237,2.79,0.09,-0.6419,-0.0141,-0.5255,0.3,-0.9886,2.8414,1.3,0.0,False,True
433,SCYX,Healthcare,Drug Manufacturers - Specialty & Generic,USA,68470000.0,1.45,40.89,-999,0.5,0.74,2.38,0.3097,-0.5356,0.0,0.4416,-0.0019,6.13,1.3223,6.88,0.16,0.5314,0.0235,-0.5245,0.6,-0.9877,0.6,1.84,0.0,False,False
434,WWW,Consumer Cyclical,Footwear & Accessories,USA,676000000.0,-999,9.92,-999,0.28,1.97,2.02,-999,0.0658,0.0028,0.9242,-0.0091,3.25,-0.617,0.63,3.73,-0.1295,-0.0268,-0.5238,0.1789,-0.81,20.0765,8.5,60347.0,False,True
436,SANG,Technology,Software - Infrastructure,Canada,94070000.0,-999,-999,-999,0.37,0.36,0.34,-999,0.4388,0.0,0.3541,-999,1.93,-0.1058,0.69,0.42,-0.1173,-0.0423,-0.5235,0.3005,-0.9053,-999,2.84,0.0,False,True
439,INMD,Healthcare,Medical Devices,Israel,1920000000.0,10.97,9.41,1.74,3.85,2.65,8.12,0.7078,0.4711,0.0,0.7182,-0.0001,4.95,0.293,11.87,0.0,0.3618,0.0469,-0.5219,0.2423,-0.7676,2.5329,23.07,0.0,False,True
443,MPLN,Healthcare,Health Information Services,USA,714440000.0,-999,-999,-999,0.75,0.41,0.17,-999,0.0141,0.0,0.3646,-0.0524,14.48,-0.3394,1.23,2.63,-0.7412,-0.1961,-0.5197,0.8021,-0.9149,0.8021,1.1,0.0,False,True
448,CTV,Communication Services,Advertising Agencies,USA,185540000.0,-999,-999,-999,1.37,0.96,0.34,-999,0.3601,0.0059,0.2501,0.0711,4.3,-0.1693,4.37,0.11,-0.2496,-0.0833,-0.5165,0.76,-0.8726,0.76,1.32,353335.0,True,False
452,EP,Energy,Oil & Gas E&P,USA,149930000.0,-999,-999,-999,3.84,7.96,0.48,-999,5.0266,0.2258,0.4275,0.5859,7.84,-0.4623,1.0,0.89,-0.2552,-0.2271,-0.5137,0.1572,-0.9358,203.6875,6.55,10076607.0,True,True
453,RYAM,Basic Materials,Chemicals,USA,275080000.0,-999,-999,-999,0.16,0.35,0.42,-999,-0.0171,0.0,0.7685,-0.0456,2.54,-0.0467,0.82,0.98,-0.0212,0.1463,-0.5133,0.5827,-0.9047,3.6773,4.21,0.0,False,True
460,EDAP,Healthcare,Medical Distribution,France,229580000.0,-999,-999,-999,3.93,3.0,1.37,-0.3172,0.0602,0.0,0.4302,0.2999,0.43,-0.0455,2.5,0.09,-0.0519,0.1923,-0.5083,0.7278,-0.7126,11.44,6.22,0.0,False,True
464,HQI,Industrials,Staffing & Employment Services,USA,201410000.0,22.59,17.05,-999,5.57,3.21,0.08,0.2251,0.2907,0.0056,0.1033,-0.0724,7.11,0.1449,1.51,0.24,0.2444,-0.0283,-0.5068,0.1601,-0.8636,23.15,14.49,829608.0,True,True
469,LVLU,Consumer Cyclical,Apparel Retail,USA,80920000.0,-999,-999,-999,0.22,1.25,0.32,-999,0.1179,0.0004,0.3204,0.024,7.87,-0.2636,0.35,0.67,-0.0467,-0.0569,-0.505,0.3889,-0.9061,0.3889,2.0,21000.0,False,True
471,AA,Basic Materials,Aluminum,USA,4930000000.0,-999,11.35,-999,0.46,1.09,5.63,-999,-0.0301,0.0,0.8333,-0.0566,1.95,-0.1396,0.74,0.43,-0.0608,-0.029,-0.5045,0.1972,-0.7184,4.3527,27.62,0.0,False,True
472,BRCC,Consumer Defensive,Packaged Foods,USA,251250000.0,-999,330.91,-999,0.68,12.14,0.13,-999,0.3574,0.1367,0.5533,0.0587,13.61,-0.6735,0.63,5.12,-0.0472,0.0669,-0.5042,0.6335,-0.8794,0.6335,4.1,76415.0,False,True
474,DLA,Consumer Cyclical,Apparel Manufacturing,USA,50540000.0,-999,-999,-999,0.12,0.33,0.03,-999,0.0174,0.0,0.5967,-0.0377,5.47,-0.1987,0.44,1.47,-0.08,-0.0847,-0.5024,0.1194,-0.7952,2.4545,7.22,0.0,False,True
485,HMST,Financial,Banks - Regional,USA,284780000.0,-999,57.13,-999,0.66,0.57,-999,0.0655,0.011,0.0,0.7448,-0.0352,3.49,-0.0295,-999,4.17,-0.036,0.7444,-0.4978,2.6048,-0.7362,2.6048,15.14,0.0,False,True
487,MLCO,Consumer Cyclical,Resorts & Casinos,Hong Kong,3180000000.0,-999,18.14,-999,1.05,-999,3.24,-999,-0.1894,0.0,0.3934,0.0191,2.39,-999,1.63,-999,-0.1236,-0.0883,-0.4971,0.0691,-0.8194,2.636,7.27,0.0,False,True
499,FORA,Healthcare,Health Information Services,USA,86120000.0,-999,111.2,-999,3.74,3.39,1.58,-999,10.2128,0.0001,0.1341,-0.0508,13.33,-0.0704,7.84,0.93,-0.2333,0.0619,-0.4894,0.506,-0.9996,20.3846,2.78,4046.0,False,False
503,VFC,Consumer Cyclical,Apparel Manufacturing,USA,6410000000.0,-999,8.5,-999,0.56,2.9,1.29,-0.3444,0.0021,0.0036,0.8964,0.0046,2.85,-0.0813,0.78,3.53,-0.0189,-0.0494,-0.4868,0.2833,-0.8355,36.0656,16.49,1361448.0,True,True
508,BALY,Consumer Cyclical,Resorts & Casinos,USA,500000000.0,-999,-999,-999,0.21,0.56,6.53,-999,0.7904,0.0124,0.6755,-0.1428,3.64,-0.3989,0.64,5.42,-0.1643,-0.098,-0.486,0.5055,-0.8556,0.518,10.96,760257.0,True,True
511,KRNT,Industrials,Specialty Industrial Machinery,Israel,821500000.0,-999,147.13,-999,3.81,1.0,6.93,-0.9255,0.1662,0.0,0.9151,0.0214,0.94,-0.0895,8.5,0.03,-0.3564,-0.0868,-0.4856,0.2363,-0.9094,1.0284,16.43,0.0,False,True
513,AMRN,Healthcare,Drug Manufacturers - General,Ireland,469830000.0,-999,-999,-999,1.45,0.85,0.79,-0.0085,0.2237,0.1607,0.2819,-0.0729,5.86,-0.0921,1.74,0.02,-0.1623,0.3388,-0.4843,0.7665,-0.9992,1.5,1.15,285352.0,True,True
516,TRVG,Communication Services,Internet Content & Information,Germany,53940000.0,-999,32.96,-999,0.1,5.43,14.57,-0.4598,-0.0016,0.0,0.1356,0.007,1.36,-0.4372,1.64,0.19,-0.3209,-0.0217,-0.482,0.1294,-0.9567,0.1306,2.48,0.0,False,True
517,DOMO,Technology,Software - Application,USA,362170000.0,-999,-999,-999,1.14,-999,1.57,0.1432,0.2332,0.026,0.6619,0.0071,2.95,-999,0.56,-999,-0.2409,0.0367,-0.4819,0.2712,-0.8994,0.2979,9.89,1749437.0,True,False
522,CERS,Healthcare,Medical Devices,USA,326160000.0,-999,-999,-999,2.12,6.77,0.44,-999,0.208,0.0044,0.7795,-0.0034,3.3,-0.8209,1.35,1.97,-0.3241,-0.0264,-0.4798,0.4938,-0.978,2.2727,1.8,45989.0,False,False
527,NVEI,Technology,Software - Infrastructure,Canada,3190000000.0,-999,10.67,-999,2.93,1.59,0.87,-999,0.5655,0.0,0.263,-999,5.0,-0.0059,1.02,0.62,-0.0107,0.0119,-0.4771,0.72,-0.8366,0.72,22.91,0.0,False,True
528,ZIM,Industrials,Marine Shipping,Israel,1580000000.0,-999,-999,-999,0.26,0.62,15.23,-999,0.5211,0.0,0.1914,-0.1268,3.56,-0.5092,0.98,1.85,-0.3471,0.3959,-0.4769,1.0563,-0.856,1.0563,13.14,0.0,False,True
536,ASUR,Technology,Software - Application,USA,223400000.0,-999,13.55,-999,1.83,1.17,1.32,-0.0648,0.1165,0.0013,0.6681,-0.0455,2.67,-0.0398,1.16,0.05,-0.0548,0.0933,-0.4755,0.4259,-0.9481,12.485,8.99,23490.0,False,True
538,CHMI,Real Estate,REIT - Mortgage,USA,102520000.0,-999,4.22,-999,1.21,0.74,2.61,-0.315,-0.369,0.0573,0.1372,-0.0608,1.49,-0.1351,-999,4.53,-0.5175,-0.0362,-0.4751,0.3718,-0.7956,0.4624,3.8,29949.0,False,True
541,LXU,Basic Materials,Chemicals,USA,574650000.0,6.11,12.27,-999,0.83,1.08,4.27,-999,0.283,0.0,0.551,-0.4055,3.63,0.1873,3.72,1.14,0.1427,-0.1122,-0.4745,0.0589,-0.7958,25.7973,7.73,0.0,False,True
545,API,Technology,Software - Application,China,200960000.0,-999,-999,-999,1.33,0.32,2.6,-0.2656,0.4406,0.0,0.3091,-0.0534,6.07,-0.1737,4.63,0.01,-0.8239,-0.0664,-0.4722,0.0802,-0.9777,0.0802,2.56,-569864548.0,False,False
546,TNDM,Healthcare,Medical Devices,USA,1580000000.0,-999,-999,-999,2.05,5.04,7.64,0.3516,0.4741,0.0262,1.0838,0.0196,3.3,-0.5666,3.28,1.33,-0.2702,0.0328,-0.4716,0.7569,-0.9197,10.3458,24.28,241507.0,True,True
547,MXL,Technology,Semiconductors,USA,1880000000.0,-999,27.31,-999,2.19,2.68,2.49,-999,0.3632,0.0,0.8425,-0.0037,3.37,-0.0054,1.69,0.23,-0.0042,0.1409,-0.4716,0.7178,-0.7038,4.8258,23.07,0.0,False,True
551,PARA,Communication Services,Entertainment,USA,8960000000.0,-999,12.52,-999,0.3,0.41,2.77,0.1283,0.0282,0.0,0.7433,0.0206,4.36,-0.0658,1.09,0.79,-0.0384,-0.0416,-0.4697,0.3083,-0.8652,3.4935,13.75,0.0,False,True
558,CLNE,Energy,Oil & Gas Refining & Marketing,USA,724820000.0,-999,-999,-999,1.69,1.06,0.79,0.13,0.0881,0.0,0.4839,0.0179,6.71,-0.1325,2.42,0.33,-0.2168,-0.0858,-0.4672,0.1054,-0.8687,2.0952,3.25,0.0,False,True
564,ONL,Real Estate,REIT - Office,USA,290610000.0,-999,-999,-999,1.44,0.32,0.58,-999,1.6103,0.0,0.8384,-0.0318,2.12,-0.063,-999,0.59,-0.2979,-0.0427,-0.4656,0.1814,-0.8384,0.1814,5.21,0.0,False,False
567,NOAH,Financial,Asset Management,China,739780000.0,0.78,4.66,-999,1.54,0.52,11.8,0.0121,0.0026,0.0,0.3901,-0.0077,7.34,0.0968,-999,0.01,0.2761,-0.1087,-0.4635,0.0621,-0.834,1.8171,11.55,0.0,False,True
572,MOMO,Communication Services,Internet Content & Information,China,895560000.0,4.5,4.19,3.06,0.52,0.71,6.58,-0.0848,-0.0069,0.0,0.802,-0.024,2.42,0.1739,3.72,0.2,0.1557,-0.1193,-0.4622,-0.005,-0.8504,0.6549,5.98,0.0,False,True
575,GME,Consumer Cyclical,Specialty Retail,USA,4550000000.0,-999,106.43,-999,0.8,3.6,3.98,-999,-0.0592,0.0001,0.2859,-0.0447,9.91,-0.0065,0.94,0.49,-0.0014,-0.0129,-0.4611,0.26,-0.8766,22.1907,14.9,111791.0,True,False
578,ICL,Basic Materials,Agricultural Inputs,Israel,5790000000.0,6.36,10.24,-999,0.73,1.02,0.36,0.4205,0.1811,0.0,0.3166,-999,1.22,0.166,0.97,0.45,0.1155,-0.0961,-0.4597,0.0442,-0.8194,0.7392,4.49,0.0,False,True
584,FNKO,Consumer Cyclical,Leisure,USA,366480000.0,-999,-999,-999,0.32,1.52,0.63,-999,0.2105,0.0788,0.6346,0.0526,7.92,-0.5812,0.58,1.68,-0.1631,0.0318,-0.4583,0.3795,-0.7664,1.3301,7.27,8868932.0,True,True
599,KGEI,Energy,Oil & Gas E&P,USA,113300000.0,6.67,2.26,-999,2.42,0.69,0.01,-999,0.338,0.0,0.3535,-999,0.7,0.1105,0.35,0.15,0.3685,-0.185,-0.4545,0.0127,-0.9558,15.3918,3.18,0.0,False,True
605,SSRM,Basic Materials,Gold,USA,1980000000.0,9.6,15.97,-999,1.52,0.55,2.29,0.0906,0.3388,0.0,0.6784,0.0006,1.68,0.0601,3.76,0.09,0.1635,-0.1211,-0.4521,-0.0056,-0.7982,14.552,9.72,0.0,False,True
606,RMBL,Consumer Cyclical,Auto & Truck Dealerships,USA,259870000.0,-999,-999,-999,0.18,0.71,1.7,0.0085,1.5075,0.3467,0.3822,0.0446,4.05,-1.0017,0.31,4.67,-0.233,0.0972,-0.4519,0.4529,-0.9663,1.47,7.41,18938090.0,True,False
608,OSPN,Technology,Software - Infrastructure,USA,422440000.0,-999,11.3,-999,1.85,2.38,1.74,0.0857,0.0151,0.0013,0.9061,0.0057,2.55,-0.1791,1.43,0.03,-0.1457,0.0384,-0.4499,0.3861,-0.7607,47.1364,10.59,57334.0,False,True
615,HHS,Industrials,Conglomerates,USA,55880000.0,2.54,10.98,-999,0.28,2.72,1.98,-999,-0.0656,0.0261,0.3767,0.1782,1.25,2.7558,1.61,0.93,0.117,0.0973,-0.4479,0.548,-0.9754,6.0364,7.74,499095.0,True,True
618,CLB,Energy,Oil & Gas Equipment & Services,USA,721820000.0,17.77,15.9,0.87,1.42,3.21,0.36,-0.2593,-0.0777,0.0,1.0446,0.0051,16.04,0.2021,1.82,1.02,0.081,-0.1316,-0.4471,0.0317,-0.9301,5.6668,15.45,0.0,False,False
629,SOHU,Communication Services,Electronic Gaming & Multimedia,China,324580000.0,-999,-999,-999,0.52,0.3,27.67,0.4892,-0.1307,0.0,0.3556,-0.0533,1.2,-0.0556,3.07,0.0,-0.0973,0.0419,-0.4423,0.2333,-0.912,17.5,9.62,0.0,False,True
630,CIO,Real Estate,REIT - Office,Canada,228060000.0,-999,-999,-999,1.27,0.34,1.31,-999,0.0891,0.0,0.6999,-0.0916,1.01,-0.0155,-999,0.88,-0.1107,0.0459,-0.4421,0.6527,-0.7294,0.6527,5.71,0.0,False,True
632,BKSY,Technology,Scientific & Technical Instruments,USA,188750000.0,-999,-999,-999,2.41,2.01,0.36,-7.9285,0.3825,0.0,0.2783,-0.0166,8.2,-0.5757,3.79,0.9,-0.8282,0.0168,-0.4419,0.2692,-0.9244,0.32,1.32,0.0,False,False
635,MOS,Basic Materials,Agricultural Inputs,USA,10460000000.0,8.21,9.66,-999,0.7,0.87,1.81,-999,0.2187,0.0,0.847,-0.0193,0.78,0.112,0.58,0.32,0.088,-0.095,-0.4401,0.0214,-0.7977,4.6738,32.0,0.0,False,True
647,IMPP,Energy,Oil & Gas Midstream,Greece,55030000.0,0.09,-999,-999,0.29,0.16,7.37,-999,1.6554,0.0,0.146,0.6839,5.35,0.2527,9.83,0.03,0.3842,0.4616,-0.4364,1.7288,-0.9779,1.7288,3.22,0.0,False,True
653,BABA,Consumer Cyclical,Internet Retail,China,164370000000.0,9.5,7.44,0.84,1.27,1.24,34.96,0.0129,0.2891,0.0,0.1476,-0.105,1.76,0.136,1.94,0.16,0.1445,-0.0915,-0.4342,0.0256,-0.7851,0.1998,68.63,0.0,False,True
654,SNDA,Healthcare,Medical Care Facilities,USA,74030000.0,-999,-999,-999,0.3,-999,2.68,0.1513,-0.1356,0.0017,0.7425,0.0082,2.3,-999,-999,-999,-0.1248,-0.0423,-0.4338,0.5083,-0.9784,0.5083,9.05,25451.0,False,True
657,GOCO,Financial,Insurance Brokers,USA,123770000.0,-999,-999,-999,0.23,0.54,2.76,-999,0.4542,0.0043,0.5519,-0.0809,12.95,-0.4465,-999,2.6,-0.2391,-0.0459,-0.4328,0.8383,-0.9671,1.6261,12.96,100275.0,True,True
663,KODK,Industrials,Specialty Business Services,USA,287180000.0,5.7,-999,-999,0.25,0.3,3.21,-0.3797,-0.0172,0.0003,0.4468,-0.0261,7.8,0.0679,1.75,0.42,0.0506,-0.0359,-0.4308,0.1388,-0.9398,1.4067,3.61,22200.0,False,True
667,AMPY,Energy,Oil & Gas E&P,USA,228340000.0,0.63,5.46,0.04,0.7,0.66,0.16,-999,0.2776,0.0226,0.4016,0.0224,2.1,2.3235,0.72,0.37,1.102,-0.029,-0.4291,0.0686,-0.7664,10.8579,5.84,129249.0,True,True
669,SVM,Basic Materials,Silver,Canada,424370000.0,13.29,9.27,2.66,2.05,0.87,1.07,-0.1609,0.0466,0.0,0.3182,-0.0956,2.31,0.0681,3.93,0.0,0.1568,-0.0503,-0.4279,0.1538,-0.8529,23.4068,2.4,0.0,False,True
676,EHTH,Financial,Insurance Brokers,USA,172430000.0,-999,-999,-999,0.43,0.31,5.66,-999,0.2104,0.0033,0.6796,-0.1331,1.91,-0.0688,-999,0.12,-0.2382,-0.2356,-0.4248,0.264,-0.96,1.2772,6.08,105705.0,True,True
680,CINT,Technology,Software - Infrastructure,Brazil,641490000.0,20.14,15.1,-999,1.4,2.24,0.35,-999,0.3688,0.0,0.1184,-0.0026,4.83,0.1341,1.6,0.62,0.0718,-0.0596,-0.4238,0.4492,-0.7849,0.4492,4.84,0.0,False,False
