No.,Ticker,Sector,Industry,Country,Market Cap,P/E,Fwd P/E,PEG,P/S,P/B,Cash/sh,EPS past 5Y,Sales past 5Y,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROE,Quick R,Debt/Eq,Profit M,SMA50,52W High,52W Low,All-Time High,All-Time Low,Price,Insider 6M Sum,Insider 6M Sum > 100K,Any profit over 5 years
1399,EPSN,Energy,Oil & Gas E&P,USA,107250000.0,8.21,-999,-999,2.87,1.08,1.42,0.4109,0.3001,0.0272,0.644,-0.0001,4.51,0.1402,7.33,0.01,0.3667,-0.0495,-0.2378,0.0276,-0.7269,7.0399,4.84,143081.0,True,True
1412,SMRT,Technology,Software - Application,USA,639950000.0,-999,378.15,-999,2.95,1.86,1.04,-999,0.8114,0.0022,0.5589,-0.1509,9.78,-0.1453,2.3,0.0,-0.2426,0.0084,-0.2354,0.4617,-0.7919,0.5517,3.15,238435.0,True,False
1418,SQ,Technology,Software - Infrastructure,USA,42360000000.0,-999,22.15,-999,2.04,2.37,11.15,-0.4134,0.5741,0.0062,0.6053,-0.0012,1.55,-0.0164,1.9,0.25,-0.0136,0.0245,-0.2333,0.7755,-0.7615,7.5573,68.98,23398497.0,True,True
1449,STXS,Healthcare,Medical Instruments & Supplies,USA,171470000.0,-999,-999,-999,5.81,9.16,0.28,0.042,0.0063,0.0154,0.4762,-0.0202,2.56,-0.6879,2.2,0.23,-0.7174,0.1945,-0.2277,0.594,-0.9862,3.5106,2.12,305084.0,True,True
1457,FARO,Technology,Scientific & Technical Instruments,USA,448550000.0,-999,43.18,-999,1.23,1.73,4.22,-0.1092,-0.0307,0.0438,0.9736,-0.0239,4.29,-0.2163,1.93,0.34,-0.166,0.1623,-0.226,1.2981,-0.7582,21.3302,23.67,514826.0,True,True
1485,SNCR,Technology,Software - Infrastructure,USA,85030000.0,-999,-999,-999,0.36,2.17,1.69,0.4775,-0.0614,1.3778,0.508,-0.1394,2.39,-0.2961,1.15,1.55,-0.1937,0.5709,-0.2213,2.037,-0.9831,2.037,8.2,845266.0,True,False
1513,GAIA,Communication Services,Entertainment,USA,68340000.0,-999,-999,-999,0.86,0.72,0.49,0.3725,0.1862,0.0194,0.2599,0.0571,0.78,-0.0489,0.49,0.26,-0.0551,0.0738,-0.2184,0.4076,-0.9034,0.4488,2.97,453138.0,True,True
1523,LOVE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,375320000.0,19.01,11.84,0.63,0.55,2.02,2.44,-999,0.4542,0.0787,0.961,-0.0563,9.96,0.1196,0.64,0.87,0.0298,0.0328,-0.2167,0.7087,-0.7463,5.0651,24.23,3795508.0,True,True
1533,HOUS,Real Estate,Real Estate Services,USA,854090000.0,-999,169.55,-999,0.15,0.48,1.43,-999,0.0558,0.0081,1.0132,-0.0322,6.02,-0.2217,-999,1.79,-0.0776,0.1624,-0.2152,0.89,-0.8602,2.6986,7.73,160125.0,True,True
1595,TLS,Technology,Software - Infrastructure,USA,290320000.0,-999,-999,-999,1.91,1.77,1.44,-999,0.1314,0.0137,0.6129,0.0105,1.15,-0.2713,4.57,0.07,-0.305,0.0221,-0.2057,1.7255,-0.9003,1.7255,4.17,562941.0,True,True
1605,FSP,Real Estate,REIT - Office,USA,257540000.0,-999,-999,-999,1.65,0.36,0.13,-999,-0.115,0.0056,0.6528,-0.0129,0.74,-0.0735,-999,0.55,-0.3503,-0.0065,-0.2041,1.2297,-0.8732,1.2297,2.49,244402.0,True,True
1627,CTRN,Consumer Cyclical,Apparel Retail,USA,238350000.0,-999,-999,-999,0.32,1.56,6.99,0.474,0.0209,1.1063,0.9974,-0.0966,12.24,-0.0571,0.48,1.59,-0.012,0.0721,-0.2012,0.9648,-0.7496,3.1657,27.91,10042378.0,True,True
1645,GEG,Financial,Asset Management,USA,60160000.0,1.87,-999,0.09,5.95,0.86,3.65,-999,1.56,0.1546,0.6023,0.0144,0.67,0.5686,23.46,0.94,3.8646,-0.0075,-0.1992,0.2138,-0.9997,0.4733,1.93,1116586.0,True,True
1678,HFFG,Consumer Defensive,Food Distribution,USA,285370000.0,-999,-999,-999,0.25,0.99,0.26,-0.5542,0.4172,0.0092,0.1647,-0.0224,6.98,-0.0282,0.5,0.68,-0.0071,0.0189,-0.1954,0.5411,-0.8494,0.5411,5.27,662421.0,True,True
1716,FLWS,Consumer Cyclical,Specialty Retail,USA,698320000.0,-999,23.26,-999,0.35,1.57,0.13,-999,0.1312,0.0015,0.3664,-0.0219,4.58,-0.0918,0.4,0.81,-0.0213,0.0918,-0.1904,0.8008,-0.7284,11.6588,10.76,342450.0,True,True
1819,QTRX,Healthcare,Medical Devices,USA,893540000.0,-999,-999,-999,7.66,2.53,8.66,0.2063,0.3161,0.0054,0.8815,-0.0741,1.89,-0.1061,10.27,0.12,-0.3303,-0.0386,-0.1793,1.3573,-0.7448,2.7433,23.62,475068.0,True,False
1848,LC,Financial,Credit Services,USA,986850000.0,18.37,26.94,-999,0.78,0.82,12.31,-999,0.0991,0.0288,0.7313,0.015,1.74,0.045,-999,0.08,0.0412,0.1902,-0.1758,0.9027,-0.9385,1.0857,9.0,623109.0,True,True
1921,KFS,Consumer Cyclical,Auto & Truck Dealerships,USA,250080000.0,7.78,-999,0.78,2.38,7.67,1.04,-999,0.1531,0.0018,0.4599,0.0024,9.98,0.8873,-999,1.33,0.2803,0.1016,-0.166,0.4144,-0.9069,6.0159,8.84,111936.0,True,True
1958,CCL,Consumer Cyclical,Travel Services,USA,20910000000.0,-999,12.32,-999,0.97,3.04,1.92,-999,0.9729,0.0015,0.4752,0.0927,3.39,-0.0106,0.39,4.63,-0.0034,-0.0153,-0.1616,0.9773,-0.7724,7.5045,16.55,5114894.0,True,True
2020,TTSH,Consumer Cyclical,Home Improvement Retail,USA,289000000.0,25.98,-999,1.3,0.76,2.44,0.38,0.0871,0.0282,0.0245,0.4345,-0.2518,4.47,0.0905,0.36,1.19,0.0286,-0.0481,-0.1538,0.5946,-0.772,69.4072,6.49,2883323.0,True,True
2067,CULP,Consumer Cyclical,Textile Manufacturing,USA,63600000.0,-999,15.45,-999,0.28,0.76,1.3,-999,-0.054,0.0228,0.496,-0.0138,2.84,-0.2091,1.06,0.06,-0.0847,-0.0539,-0.149,0.2143,-0.8642,3.2725,5.1,183147.0,True,True
2245,BVS,Healthcare,Medical Devices,USA,302890000.0,-999,14.4,-999,0.6,1.71,0.43,-0.8253,0.135,0.0146,0.3172,0.0206,4.88,-0.4706,0.94,2.31,-0.3621,0.0284,-0.1322,5.0133,-0.7588,5.0133,4.81,1767090.0,True,True
2365,GRPN,Communication Services,Internet Content & Information,USA,455460000.0,-999,22.23,-999,0.87,-999,3.18,-999,-0.3045,0.0178,0.4957,-0.0871,4.6,-5.8421,0.48,-999,-0.2635,0.2172,-0.12,3.9481,-0.977,3.9481,14.3,3069745.0,True,True
2376,MQ,Technology,Software - Infrastructure,USA,3450000000.0,-999,-999,-999,4.54,2.69,2.5,-999,0.7515,0.0014,0.5742,-0.0426,2.96,-0.1488,4.72,0.01,-0.2745,0.04,-0.1185,0.9133,-0.8253,0.9133,6.62,1042722.0,True,False
2464,SMLR,Healthcare,Medical Devices,USA,308670000.0,18.06,10.4,-999,4.61,4.27,8.16,-999,0.2864,0.0513,0.5713,0.4029,3.51,0.318,7.45,0.0,0.2926,0.0455,-0.1101,1.3499,-0.7067,39.1018,44.93,2147273.0,True,True
2470,VSTA,Consumer Defensive,Education & Training Services,Brazil,334730000.0,-999,11.43,-999,1.19,0.37,0.89,-0.3143,0.0681,0.0,0.1693,0.0034,0.44,-0.017,0.79,0.2,-0.0525,-0.0328,-0.1099,0.3279,-0.8188,0.8409,4.05,17961079.0,True,False
2907,TGI,Industrials,Aerospace & Defense,USA,1230000000.0,-999,19.27,-999,0.87,-999,2.21,-999,-0.1355,0.0074,0.9204,-0.0588,3.32,-999,1.47,-999,-0.0186,0.1842,-0.0764,1.2786,-0.8135,4.2815,15.95,187181.0,True,True
2950,AXR,Real Estate,Real Estate - Development,USA,110180000.0,5.94,-999,-999,2.69,0.97,4.12,1.6854,0.4662,0.0425,0.3639,-0.0056,2.86,0.1847,-999,0.0,0.4568,0.0486,-0.0739,0.7748,-0.8568,9.993,20.91,1794114.0,True,True
3199,GEL,Energy,Oil & Gas Midstream,USA,1470000000.0,27.03,10.84,0.61,0.47,2.66,0.33,-999,0.0161,0.0011,0.6512,-0.0514,4.89,0.1039,0.94,2.59,0.0175,0.0095,-0.0587,0.4944,-0.7907,6.0001,12.03,203784.0,True,True
3337,NRP,Energy,Thermal Coal,USA,1220000000.0,8.33,-999,-999,4.1,2.47,1.46,0.276,0.2113,0.0007,0.2877,0.0157,6.88,0.4888,1.14,0.38,0.6366,0.1158,-0.0504,1.1679,-0.7601,19.6324,96.86,222795.0,True,True
3379,SPB,Consumer Defensive,Household & Personal Products,USA,2870000000.0,1.81,18.33,0.1,0.98,1.14,52.6,0.1707,-0.0384,0.0615,1.0144,-0.0608,4.03,-0.1237,3.22,0.67,0.6181,0.0707,-0.048,0.4318,-0.9005,9.7414,81.16,4015177.0,True,True
3387,ADES,Industrials,Pollution & Treatment Controls,USA,119450000.0,-999,-999,-999,1.26,0.69,1.58,-999,0.601,0.0208,0.1655,-0.0276,0.15,-0.118,3.31,0.18,-0.1996,0.3326,-0.0476,2.0769,-0.8766,2.6,3.6,415167.0,True,True
3604,ACR,Real Estate,REIT - Mortgage,USA,83750000.0,-999,4.48,-999,0.39,0.19,11.86,-999,0.3434,0.0509,0.3667,-0.0473,0.49,0.0301,-999,4.07,-0.0288,0.1002,-0.0341,0.4955,-0.9563,2.4737,9.9,724526.0,True,True
4063,PAGP,Energy,Oil & Gas Midstream,USA,3320000000.0,20.8,10.68,-999,0.07,2.17,1.33,-999,0.21,0.0118,0.9157,0.0144,5.42,0.125,0.84,5.41,0.0039,0.0575,-0.0082,0.4343,-0.8027,4.5625,16.91,1006694.0,True,True
4165,CFBK,Financial,Banks - Regional,USA,143860000.0,8.18,-999,-999,1.38,0.77,-999,0.7032,0.3948,0.0022,0.2437,-0.0135,1.27,0.1214,-999,0.86,0.1669,0.2101,-0.0032,0.4934,-0.9557,2.6248,21.93,100002.0,True,True
4409,NNBR,Industrials,Conglomerates,USA,224440000.0,-999,-999,-999,0.45,1.56,0.46,0.1475,-0.0825,0.0132,0.5435,-0.0604,11.56,-0.1754,1.38,0.94,-0.1094,0.4179,0.0652,3.9018,-0.8559,4.7108,4.74,118650.0,True,False
